userName,content,score,sentiment,at,app_name
mais wahab,يستحق أقل من نجمة في الماضي كان جيد جدا والان اصبح تحت مزاج المندوبين,1,negatif,2025-04-02 14:49:15,Glovo
Hanane El hadriouu,خدمة مثالية ورائعة وسريعة دون تضرر طلب,5,positif,2025-04-01 13:22:03,Glovo
Ali Hafidi,كانت تجربت رلعت جدا والله,5,positif,2025-04-01 12:46:21,Glovo
Jamal Benkraich,جميل ومفيد وسريع,5,positif,2025-04-01 09:38:58,Glovo
Wi Fi,رائع جدآ,5,positif,2025-03-30 19:18:29,Glovo
Moman Amera,بخزي,1,negatif,2025-03-30 18:51:45,Glovo
SULTAN Al-tamimi,ممتاز وفعال و الافضل دائما و المميز بالافضليه عن غيره,5,positif,2025-03-30 10:10:58,Glovo
Kholan Mostafa,مميز,5,positif,2025-03-28 14:22:48,Glovo
Calin Coush,حبيتتتتت بيوصلو الطلب لا ناقص ولا شيء وربي خدمة حلوة وكمان ابليكيشن حلو لطلب الأكل واللي تبونه تطبيق تحفة اوي نزلوه,5,positif,2025-03-28 13:20:59,Glovo
marwan dhb,اخيب تطبيق الماكل كتوصل باردا ليفرور كيتعطل موعملة زيييرو منصح حتى واحد يجرب,1,negatif,2025-03-27 18:34:04,Glovo
Moneer Mostafa,ممتاز جدا جدا 💯💯💯,5,positif,2025-03-22 18:56:38,Glovo
Mohamed 445,تطبيق فاشل جدا لأنه لا يمكنه الإيصال الى لبعض المواقع اما المواقع المهمة لا يمكنه الإيصال انه تطبيق فاشل اريد منكم توسيع مجال التوصيل الى مدينة بن طيب,1,negatif,2025-03-19 16:57:16,Glovo
اي حاجه,كان في الأول ساهل دابا ولا كيقول (لا يمكنك دفع نقدا في هاذا الطلب؟؟؟؟!!!!!!,2,negatif,2025-03-14 15:48:05,Glovo
El houcine Akerkaou,👍 جيد,5,positif,2025-03-14 06:56:53,Glovo
Faiza Faiza,تطبيق ممتاز يستحق التجربة💯,5,positif,2025-03-10 22:08:30,Glovo
Doufani,بعض التاخير و لكن في المجمل تجربة جيدة,4,positif,2025-03-02 08:58:32,Glovo
Asmae Elkabous,تطبيق رائع توصيل مجاني مندوبي توصيل الناس محترمة قربت ليا بزاف تع حوايج,5,positif,2025-02-28 17:45:20,Glovo
سارة الاصيل,ممتاز وجيد في بعض الاحيان,5,positif,2025-02-19 17:58:56,Glovo
مروى اكريش,موقع جميل جدا لكن يحتاج إلى خيارات ومحلات أكتر,4,positif,2025-02-16 17:57:22,Glovo
rashed almaàmary,التطبيق صار يشفر حتى وعندك اشتراك بريميو كياخذ رسوم توصيل على اعادة تعبئة مبلغ 15 درهم على كل طلب ...هذا نصب واحتيال,1,negatif,2025-02-16 15:59:44,Glovo
Ziad nour,تطبيق غبي لا مهنية ولا احترام الطلبات تصل ناقصة ويقول لك ليس مسؤوليتهم قمة التخلف,1,negatif,2025-02-01 15:29:32,Glovo
Ziad Ziad,لا استطيع الطلب لا استطيع فتحه,1,negatif,2025-01-29 00:49:25,Glovo
Mohamed Sha3ban,فاشل كل حاجه خارج النطاق,1,negatif,2025-01-26 14:30:19,Glovo
HAMID ABU ILIAS,اثمنة ليست في متنول الجميع مطاعم قليلة لي عندهاGlovo ناقص كثير تعالى تشوف talabat في الخليج اثمنة جد ممتازة في متنول الجميع طاكوس 70 درهم وبزاف والله حتى بزاف اتمنى ان تحسنو التطبيق ومشاركة مطاعم المسكين وشكرا,2,negatif,2025-01-17 17:27:32,Glovo
[861]_ Ilyass,تجربة التطبيق سهل و التسجيل الدخول سهل و التطبيق سهل بشكل عام 👍😁,5,positif,2025-01-09 23:20:27,Glovo
Naima Rafik,زوين او دغيا,3,neutre,2025-01-05 19:20:56,Glovo
Frtoussi Frto,رإع❤️❤️❤️❤️❤️❤️🥰🥰,5,positif,2025-01-04 08:03:43,Glovo
Borhen Eddine,تطبيق سيء و المطاعم الذي يتعامل معها لا تحترم زبون,1,negatif,2025-01-01 18:10:58,Glovo
TOKYOS HD,تطبيق ممتاز جدا 💯 في 💯 المرجو منكم توصيل الطلبات الى خارج المدينة طوكيو وشكرا,5,positif,2024-12-30 20:39:59,Glovo
RAAFAT AL-Abdullah,رائعيين,5,positif,2024-12-30 10:00:11,Glovo
Sisi Momo,صراحة تهليتو فيا بالكمية والجودة والمذاق رائع الذي لا يقاوم. شكراً لكم,5,positif,2024-12-23 11:54:16,Glovo
m h,برنامج رائع,5,positif,2024-12-20 21:36:17,Glovo
FATIMA QABLl,اكثر من رائع ❤️❤️❤️❤️❤️❤️,5,positif,2024-12-19 19:51:05,Glovo
Eliaoumi Merieme,تطبيق فاشل وخدمة العملاء فاشلة يبتزونك بالدفع الطلب رغم الالغاء ورغم ان الخطأ خطأهم,1,negatif,2024-12-17 17:56:56,Glovo
Ibtisam Ibtisam,بيتزا ف٣لل,5,positif,2024-12-11 21:19:40,Glovo
Skt,بعض الرسوم على الطلبات غير واضحة,4,positif,2024-12-11 10:03:28,Glovo
Mohamed Al bakali al kassimi,بالرغم من أن الاستعمال في غاية السهولة لكن هناك مشاكل في التطبيق بحيث لا استطيع العثور على المطاعم الاسيويه أو السوبر ماركت,3,neutre,2024-12-09 14:17:33,Glovo
عيون القلب,تطبيق رائع و ممتاز للغاية,5,positif,2024-12-09 13:18:59,Glovo
Zahra Tjiou,لا يود تدخيل الرمز,3,neutre,2024-11-30 16:21:49,Glovo
Kam Jam,نلاظت اههافن نتا,5,positif,2024-11-28 08:26:48,Glovo
Zineb Sana,تطبيق ممتاز وخدمات جيدة جدا,5,positif,2024-11-26 22:18:09,Glovo
Tarik Elkabir,ناضي,5,positif,2024-11-24 22:17:20,Glovo
y.g h,كذب ولا يعمل,1,negatif,2024-11-22 03:01:52,Glovo
ahmed sayed,خارج نطاق كل المناطق زفت,1,negatif,2024-11-20 20:43:41,Glovo
Osama Abdulmajeed,مرحبا هو برنامج لا يعتمد عليه لأنه لا يلبي كل أو أغلبية الاحتياجات أو أغلبية الموجودات في مرجان للاسف😡😡😡,1,negatif,2024-11-16 15:54:15,Glovo
Ammar Almamoun Ali,لدي مطاعم و صيدليات في مصر اريد الاشتراك معكم و لكن لا يوجد لديكم parteners in EGYPT,1,negatif,2024-11-12 12:19:08,Glovo
nagi med,افضل تطبيق توصيل جربتو معاملة راقية و دعم ممتاز قسم اشكاوي يتعامل مع المشكلة بسرعة و يقدمون الحلول التي ترضي الزبون شكرا,5,positif,2024-11-11 21:30:19,Glovo
Anas Najib,اخبارهم لو لت,5,positif,2024-11-08 12:37:41,Glovo
Mohamed Jabar,شكرا گلوفو,5,positif,2024-11-05 22:40:25,Glovo
Fatima Bennini,ليس فيها التوصيل لمدينة اغادير كلها,1,negatif,2024-11-03 17:07:12,Glovo
Ammar Amir,التطبيق رائع جدا ،ولكن قوموا بإضافة مكتبة لشراء كتب ومراجع علمية.,4,positif,2024-11-01 20:59:30,Glovo
Mohannad Firm,تطبيق محترم يستحق الثقة ، شكرا لكم,5,positif,2024-10-28 19:48:56,Glovo
Zakariya Sehil,عمران سهيل,5,positif,2024-10-27 09:44:51,Glovo
Mohamed Rageh,تطبيق فاشل ولا انصح بتحميله,1,negatif,2024-10-26 12:31:14,Glovo
Chhxxh Xgxghxhc,طنجة,5,positif,2024-10-26 00:16:15,Glovo
ابو سلمان,سيئ جدا احمله لين يخلص يطلع خطئ التحمل يرجى اعادة المحاوله,1,negatif,2024-10-25 15:54:06,Glovo
Khadija Kkoko,انه رائع ومناسب,5,positif,2024-10-24 16:38:31,Glovo
omar Kjjdjh,انا هلا عم نزلك بس شكله كثير حلو,5,positif,2024-10-17 13:16:11,Glovo
hicham el laghdas,لا انصح هدا التطبيق، التطبيق ياخد 10+ 10 دراهم توصيل+ضريبة ، من الاحسن طلب من المحل مباشرة فتدفع 5 دراهم توصيل,1,negatif,2024-10-15 16:14:48,Glovo
eisa al,هلا,3,neutre,2024-10-14 00:41:31,Glovo
Jannate Chawki,رأع,5,positif,2024-10-13 18:12:33,Glovo
Melevora Tali,سيء 😠😠,1,negatif,2024-10-12 20:53:44,Glovo
Driss Razouk,خدمة ودودة,5,positif,2024-10-08 15:10:04,Glovo
Mohammed Mohsine,نضي,5,positif,2024-10-05 00:40:30,Glovo
Adel Abdallah,برنامج جميل جدا,5,positif,2024-10-04 21:31:18,Glovo
Ahmed Helali,غير متوفر في جندوبه,1,negatif,2024-10-01 22:09:13,Glovo
‪Rachida “Ritaj” Ritaj‬‏,سيئة👎👎👎👎👎👎,1,negatif,2024-09-30 20:36:56,Glovo
Soumia Ir,اختيار سيى,1,negatif,2024-09-29 21:51:58,Glovo
Sanna,سرعه,5,positif,2024-09-24 10:28:53,Glovo
Hawa Mohamed,كل التوفيق خدمه وتعامل و مصداقيه ممتازه جدآ,5,positif,2024-09-23 20:33:24,Glovo
Monotheistic,اقسم بالله لا اريد ان اعطي هذا التطبيق ولا نجمة واحدة لانه مذعج وكرهت شوفته على شاشة هاتفي ولن أنزله ولن اشتريه مهما فعلتم ولا أحب طعامكم هذا يعتبر انتحاك لخصوصياتنا واجبارنا على ما نريد تحشمو على حالكم.,1,negatif,2024-09-21 16:35:26,Glovo
TV Abdallah,التطبيق ناجح و سريع جدا شكرا,5,positif,2024-09-15 12:17:33,Glovo
Alaa,بعض المناطق لا يوصل فيها الاردر,1,negatif,2024-09-12 10:15:10,Glovo
driss drhan,مميزة....,5,positif,2024-09-09 23:13:30,Glovo
Mohamade amin Laatmani,الاكل سيء ومليء بلبطاطص ووجدت فيه حبات سوداء وكرات كبير من الملح والجود سيء جدا,1,negatif,2024-09-03 00:06:14,Glovo
نجمة الشمال,توصيل جيد,5,positif,2024-08-28 13:11:09,Glovo
Ben Bouzaine Melek,افضل تطبيق توصيل,5,positif,2024-08-27 14:20:29,Glovo
Ronaldo7 Riali,تطبيق جيد لاكن اتمنا ان يتم تخفيض اسعار المأكولات,3,neutre,2024-08-27 07:02:00,Glovo
Abbady Rakan,واو واو سريع جدا خمس دقائق بس يجي الطلب,5,positif,2024-08-23 13:24:59,Glovo
Othmane Oumoussa,ثمن غالي بزاف ميستاهلش,1,negatif,2024-08-23 04:59:36,Glovo
هشام امج,تطبيق جيدا جدا,5,positif,2024-08-21 00:17:57,Glovo
Kaltoum Elkhazzare,خدمة رائة و سريعة شكرا لكم,5,positif,2024-08-20 20:27:22,Glovo
Ahlam Rebei,جميل ولكن الثامن مرتفعه,3,neutre,2024-08-20 14:45:25,Glovo
nurhan ali,يجنن,5,positif,2024-08-19 18:25:14,Glovo
EL MAZNI SAMI,طلباتي كلها علي عنواني في طنجة و طلبي قبل الاخير رفض توصيله لي علي اساس انه من مكناس ؟؟؟؟؟؟ و السائق طلب إن اتبرع به لاحد في مستشفي محمد الخامس؟؟؟؟؟؟و رفض رد المبلغ المدفوع عيب في اسم جلوفو رغم انني طلبت طلب اخر فورا برجاء الاهتمام بالعملاء افضل من ذلك مع الشكر,1,negatif,2024-08-19 16:18:48,Glovo
هوجوم العماليقة,ءءءسقيي بريؤ,2,negatif,2024-08-19 12:29:35,Glovo
CHANNEL MISS LOULOU,الموقع جميل مشكلته في الموقع لا يفتح كل مرة يقول يتم تحقق,1,negatif,2024-08-18 15:16:15,Glovo
محمود الشهري,اجمل تطبيق في المغرب شكرا لكم بحجم السماء اخوكم محمود الشهري من السعوديه,5,positif,2024-08-16 23:16:52,Glovo
عبدالرحمان امبريك,جميل جدا جدا,5,positif,2024-08-14 20:46:41,Glovo
MOHAMED AMIIINE,رااااااائع وموتوق,5,positif,2024-08-11 23:38:44,Glovo
Adem Gabsi,افضل تطبيق,5,positif,2024-08-05 10:11:44,Glovo
Nader Ben Nasr,لماذا لا يوصل Glovo في معتمدية العامرة ولاية صفاقس,1,negatif,2024-08-03 17:59:05,Glovo
Khalid Albluwi,الارز اصبح كانه مخلوط بالعسل وذلك لانهم وضعوا الكثير من الصوص عليه,1,negatif,2024-08-02 02:11:42,Glovo
Hamad Alnashi,تعويض نقص الطلب غير مرضي,3,neutre,2024-07-29 23:13:04,Glovo
Benhmida Slah,أنا أديب كاتب أحيانا تقطعون علي تسلسل افكاري وتمسحون ما كتبت. والفكرة الهامة لم. تتم كفوا عن. هذا. أنا. لا. أوذي احدا. ولا. اجرح. الأخلاق ابدا,3,neutre,2024-07-28 08:20:27,Glovo
ABDELHAK HRIMA,جميل ويطبق الشئ الذي تريده,5,positif,2024-07-24 18:13:53,Glovo
Mouad Lotfi,❤️جميل جدااا,5,positif,2024-07-22 18:37:23,Glovo
Yasser Zouhir,سرعة رائعة وأطعمة لذيذة,5,positif,2024-07-18 22:03:21,Glovo
عيسى الغفيلي,في تبليسي جورجيا : هذا التطبيق غير موثوق ، يصل الطلب ناقص ويكون ردهم : لا نستطيع ان نفعل لك شيئا طلبك وصلك كاملا !! وهذا عمل يدل على عدم احترامهم للعملاء,1,negatif,2024-07-17 15:11:15,Glovo
عمرو الطاهر,ممممتاذ جدا جدا,5,positif,2024-07-17 12:20:28,Glovo
Souma Nassiri,قبل كنت استخدمه بطريقه سهله ودابا غيرتو طريقه الدفع عند الاستلام ليش والي ما عندو حساب بنكي مايشتري ولا كيف المرجو حل المشكله لو سمحتو 😠,2,negatif,2024-07-15 16:17:32,Glovo
سلطان فلسطين,تطبيق سيء لاأنصح به,1,negatif,2024-07-15 14:18:54,Glovo
Khalid Lo0oda,لا يوجد اضافه لأرقام دولة الإمارات لتأكيد الرسائل سيء لم أستطع أن أطلب,1,negatif,2024-07-14 20:56:53,Glovo
Hahah Hihihi,"هذا التطبيق جميل ولكنني عندما طُـلب مني إدخال الموقع الخاص بي ، بعد إذن أذخلته ،ولكن عندما أذخلته تم إخباري أنه لا يُمكن الوصول إلى هذا الموقع رغم أنني أعيش في المغرب ولكنكم عندما وضعتم في الإعلان أن جلوفو يمكنه الوصول في أي منطقة في المغرب ولكن لمادا لم يصل للمنطقة التي أعيش فيها ,الجهة:رباط ,سلا ,القنيطرة. وشكرًا على قراءة هذا التعليق☺️.",1,negatif,2024-07-14 08:04:26,Glovo
Rayan Idrighi,كنتمنى يوسعو منطقة التوزيع فسلا,1,negatif,2024-07-13 23:38:39,Glovo
Local Fans,رخصو ماكل شوية 🤌🤌,5,positif,2024-07-12 21:01:27,Glovo
Ruida Malik,المتاجر توصليها غلط للمنتجات في كمبالا,1,negatif,2024-07-12 15:59:47,Glovo
Anwar Lmojahid,او كحغتك سي هؤغءغ على كل ما خغكهو خير الجزاء ن,5,positif,2024-07-11 17:49:39,Glovo
طالب طالب,كيف ترون التتطبيق,5,positif,2024-07-10 03:52:30,Glovo
ابوبكر محمد حمد,هذا التطبيق سيئ جدا جدا جدا جدا جدا جدا جدا لا يوصل إلى المنزل لايستحق ولا نجمة,1,negatif,2024-07-09 00:58:42,Glovo
abdessalam barmouss,تجربة ناجحة وسرعة مذهلة في التوصيل,5,positif,2024-07-08 20:18:59,Glovo
Mohamed Ezzeldin,تطبيق سئ مش شغال في مصر,1,negatif,2024-07-08 16:35:04,Glovo
Med Alaoui,أسعار مرتفعة,1,negatif,2024-07-06 14:03:17,Glovo
Rim Lahouar,الططبيق باهي، اما الي صار معانا غير عادي . . . ، تصورو انتوما الراجل تع ليفريزون كنزل الاوردر!؟!؟ ، وقعدنا جيعانين علالبحر وغذينا ليفريزون اخر من واحد اخر في سوفيفا و جربوه اسمو royal food,3,neutre,2024-06-29 10:23:15,Glovo
Sayyed Ali Alhashem,برنامج ممتاز لتوصيل المطاعم في مدينة ميلان بسعر مناسب,5,positif,2024-06-28 06:35:20,Glovo
Abdel Menem Mahmoud,اكثر من رائع,5,positif,2024-06-27 19:54:15,Glovo
Mansour Nasser Al-Ammmar,صحة دائمًا الوقت وسائل التواصل الاجتماعية المفضلة الجميلة النسبة عظيم حلووووة مكانه المجتمعية مختلفة نفسية الإنسان حقاً ضحكت المجتمعية حالكم أسمه,5,positif,2024-06-23 08:22:57,Glovo
حميد الزرعي,جميل جداااا,5,positif,2024-06-19 13:03:42,Glovo
Emna Ayadi,جميل جدا و تطبيق حلو و اكله لذيذ و ممتاز و يصل بسرعه كبيره انصح بتحميله,5,positif,2024-06-19 00:23:25,Glovo
Yassine La bihi,سيئ سيئ ولا ينصح بتحميله,1,negatif,2024-06-18 22:08:31,Glovo
emi rokawa,فعلاً وصلت الطلبيه كما طلبت مع انه نقص غرض واحد بس مش مشكله تطبيق حلو وانصح بتحميله,5,positif,2024-06-13 20:52:20,Glovo
Atif El haik,تطبيق سيء جدا ولا انصحكم بتجربته,1,negatif,2024-06-13 19:20:18,Glovo
Oussama,يدعم كارفور الصه.ييون.ي,1,negatif,2024-06-12 16:06:09,Glovo
مريا سميري,برنامج سيء جدا لا أنصح به👿 يدعم الكيان الصهيوني. بنشره ل Starbucks👌,1,negatif,2024-06-11 18:32:24,Glovo
Fahd Eloutmani,كملو,5,positif,2024-06-11 02:31:06,Glovo
‪Samy Khmis (‫المستكشف‬‎)‬‏,بالله عليكم ارجعو مصر تانى,5,positif,2024-05-31 07:06:08,Glovo
Mohamed Hamdada,لا يمكن لي تحديد الموقع ابدا وهكذا لا أستطيع ان اقوم بأي طلب وهذا امر مزعج جدا,1,negatif,2024-05-30 20:53:22,Glovo
userxhunter,غندي موشكيل خايب بزاف هوى اني مني كندخل ل (مطاعم) مكيطلع ليا والو كتبقا شاشة كحلة,1,negatif,2024-05-30 19:10:46,Glovo
مريم حاد أوليدنا,تطبيق جد جد رائع,5,positif,2024-05-28 12:01:47,Glovo
Basma Tozani,التطبيق جيد جدا,5,positif,2024-05-12 15:53:59,Glovo
faysle Walla,المرجو تطوير البرنامج أكثر وتفعيل خدمة الاتصال المباشر مع الموظفين وليس الرسائل النصية فقط,2,negatif,2024-05-10 22:39:43,Glovo
ikram achraf,عندكام كايسرقو لفلوس من البنكا,1,negatif,2024-05-10 20:39:31,Glovo
Om Younes,حملت التطبيق لكنني لم أعرف طريقة استخدامه في الطلب أرجو المساعدة من أحد يستخدمه من فضلكم,1,negatif,2024-05-07 00:16:03,Glovo
سمر أحمد,بصراحة التطبيق جميل جداً كلشي كيوصلني بسرعة ملاحظة كنتمنى ضيفو متاجر الالبسة والماكياج وحتى الصيدلية وهكذا ايكون التطبيق شامل كل ما يحتاجه الانسان بحياته اليومية ومشكورين على جهودكم 💕💕💕,5,positif,2024-05-05 11:56:58,Glovo
Akwaal w Hikam,لا انصح فيه تجربة سيئ,1,negatif,2024-05-03 17:35:49,Glovo
ABDULAZIZ ALHABIB,غلوفو ممتاز بس مشكلتنا مع المطاعم الاغلبية كذابين,5,positif,2024-05-01 19:33:54,Glovo
salim rami,لديد,5,positif,2024-04-30 17:47:56,Glovo
BLB,هل يوجد الدفع عند الاستلام وشكرا,4,positif,2024-04-26 13:40:53,Glovo
Ayoub Smoke,تطبيق سهل و صراحة كنشكر صاحب التطبيق مع ذلك الأثمنة عالية قليلا لكن تطبيق منتظم جدا,4,positif,2024-04-19 01:16:51,Glovo
Ch Di,اول مره اطلب منه بصراحه كان عند حسن الضن جيد جدا,5,positif,2024-04-18 22:19:15,Glovo
Yassin Amzyan,جيد جدان,1,negatif,2024-04-18 13:40:56,Glovo
تواصل tawasol,سيئ للغاية اكثر من ساعة ونصف لتقديم الطلب وفي النهاية يخبروني بأن هناك مخاوف من الحساب فتم حظره هذا عار,1,negatif,2024-04-16 23:20:21,Glovo
Ahmednawal Nawal1975,أول تجربة وكانت موفقة,5,positif,2024-04-16 16:31:57,Glovo
Enny Jolinla,غير مفيد فقط رياض جدة,1,negatif,2024-04-13 07:07:28,Glovo
abderrahim toubali,أنا أر في التعليق بأنهو جيد وسوف أحمله والدلك أقولو لي الناس بي أنهو يحملوه أن😍😍😘😘,5,positif,2024-04-11 12:12:48,Glovo
Rachid Baladi,تشري,4,positif,2024-04-10 22:48:37,Glovo
abdelali najm,جد جميل,5,positif,2024-04-07 21:35:13,Glovo
zineb marih,عدة مرات لم يتم توصيل لمنطقتي وساءق يطلب مال لتوصيل طلب,1,negatif,2024-04-04 15:01:02,Glovo
Djhdv Djhdj,تطبيق رائع خالي من العروض الكاذبة و العمال اناس محترمين تحية لكم من هذا المنبر ❣️❣️👌,5,positif,2024-03-30 21:41:48,Glovo
zeineb abdelkebir,تجربة سيئة.الطعام مقرف ولايطاق ومصيره النفايات,1,negatif,2024-03-29 18:56:20,Glovo
Ahmad Alfaifi,تم سحب مبلغ مني ١٢٠ درهم ولم يتم استرداده .. جربت قلوفو في برشلونه كان روعه اما في المغرب فيوجد متاجر اظن انه يوجد اتفاقيه مع خدمة العملاء..,1,negatif,2024-03-27 21:44:18,Glovo
animation akrem,لا يوصل ل فوشانة,1,negatif,2024-03-25 20:22:33,Glovo
aminaamina123 Fifi,تطبيق جميل ولديهم مصداقية واثمنة صراحة في متناول وتطبيق سهل استخدام,4,positif,2024-03-17 17:43:36,Glovo
Ilham Ilham,ممتاز يستحق تحميل,5,positif,2024-03-15 00:07:39,Glovo
Soumaya Soso,التطبيق ما حاب يشتغل عندي 😑,1,negatif,2024-03-14 14:46:41,Glovo
Abderahman Ikhbch,توصيل جميل وتعامل جميل لمندوبي توصيل,5,positif,2024-03-13 14:33:53,Glovo
شرف المعاني,تطبيق سيئ جدا وفش مصداقيه,1,negatif,2024-03-05 04:08:23,Glovo
Najoua El,عليه جميل,5,positif,2024-03-02 12:07:12,Glovo
Oussama Essaloua,اشهارات كثيرة,1,negatif,2024-02-28 12:41:13,Glovo
Hiba Sokar,وجبة لذيذة,5,positif,2024-02-27 12:07:41,Glovo
Hajiba Ha,برنامج جيد,5,positif,2024-02-26 21:15:38,Glovo
Mimona haja,ت ععت غ,2,negatif,2024-02-25 18:06:57,Glovo
‪Ramadan AbdElnaim (Best Factory)‬‏,هتشتغال في مصر امتي,5,positif,2024-02-23 17:42:57,Glovo
Hafid Bo,معتبر,5,positif,2024-02-19 22:10:08,Glovo
سوسي حجار,تطبيق سيئ انا لا أفهم الأثمن لا يكتبdhبل يكتب mad وهذا غير مفهوم ارجواصلاح المشكلة .,1,negatif,2024-02-17 11:19:41,Glovo
Housam Zergan,تطبيق جد مميز ورائع للغاية طلبت ھمبركر وجاء بعد 5دقائق,5,positif,2024-02-13 17:48:56,Glovo
Mohamed Tahiri,تجربه سيئه مع خصوصا يجيب طلبات ناقصة ولا يرد الاموال,1,negatif,2024-02-10 23:41:27,Glovo
ام علي,زوينه الوقت مضبوط,5,positif,2024-02-09 16:08:18,Glovo
Mohammed Fadda,سيء جدا لا انصح به,1,negatif,2024-02-09 13:27:16,Glovo
Aziz Rida,عندكم طبون تفو علا كنس,5,positif,2024-02-06 18:16:35,Glovo
Benanni Siham,احسن تطبيق❤❤❤❤,5,positif,2024-02-02 22:15:57,Glovo
الناجي دنيا,جميل جدا شكرا لكم,5,positif,2024-01-29 22:38:14,Glovo
Salamanka Mokhito,Beycot mcdonalds هذا التطبيق يدعم ماكدونالد لهذا وجب مقاطعته قاطعو glovo,1,negatif,2024-01-21 14:31:14,Glovo
Fima Fok,جميل جدا انصح بتجربته,5,positif,2024-01-17 16:25:28,Glovo
Moha Méd,لا يدعم المدن الصغيره😔,1,negatif,2024-01-16 17:21:41,Glovo
Aziza Aziza,جميل جدا وراءع,5,positif,2024-01-16 14:50:50,Glovo
شادية شادية,جميل جدا جدا جدا أشكركم على خدماتكم 😍😍,1,negatif,2024-01-11 18:47:12,Glovo
Mohamed Ounan,تضحكو على ناس,1,negatif,2024-01-10 22:53:21,Glovo
Zakaria Habibi,الي يقول ده التطبيق مايشتغل في لبلدان العرب لا ده التطبيق هو مغربي فمينفع يروح بلدة تانية إلى لو سو نسخات عربيةᥫ᭡,5,positif,2024-01-05 19:50:04,Glovo
rayan lachgar,جميل وسريع شكرا على مصميم هدا التطبيق,5,positif,2024-01-04 01:51:28,Glovo
Khadija Sarhani,كتسرقو الفلوس من الحساب يا ولاد الحرام,1,negatif,2023-12-30 17:28:02,Glovo
Bassma Nour,فكرة كثير جميلة,5,positif,2023-12-27 23:57:45,Glovo
Mohammed Oyli,تطبيق رائع مميز 👍👍,5,positif,2023-12-27 21:30:26,Glovo
Fatima Zehera,تطبيق رائع جدااا انصح به,5,positif,2023-12-20 23:39:50,Glovo
Adi Souha,عدي سوحا,4,positif,2023-12-11 17:08:15,Glovo
Nour Trabelsi,نور الطرابلسي,5,positif,2023-12-11 17:02:12,Glovo
Jabr aowas,لا يعمل هذا التطبيق في البلدان العربية,1,negatif,2023-12-10 16:32:31,Glovo
Malak Mougueni,التطبيق جميل والله رائع و يوصل في الوقت في 5 دقائق وتجيك الاكلة ساخنه وجميله انصحكم بهاد التطبيق,5,positif,2023-12-08 17:25:38,Glovo
EAM,إستثمار فاشل ❓🤢🤢🤢🤢🤢,1,negatif,2023-12-05 21:23:43,Glovo
noura nouna,تطبيق فاشل لا معاملة وسرقة الأموال من الحساب البنكي,1,negatif,2023-11-29 21:04:58,Glovo
said ladjal,روعة,2,negatif,2023-11-28 11:34:19,Glovo
Lhssn Charif,لا أعرف كيف أستخدمه,1,negatif,2023-11-26 08:03:42,Glovo
Mohamed Gamal,قمت بزيارة مطعم دجاج أطلس في الرباط واستمتعت بأجواءه الرائعة وطعم الدجاج المحمر اللذيذ.,5,positif,2023-11-25 07:56:16,Glovo
Nawal Dahed,هل هناك توصيل إلى حطان في خريبكة,5,positif,2023-11-22 16:20:46,Glovo
Mido Rolix,سيئ جدا لا يدعم مدينتي بركان مع العلم حسابي به 30 درهم لا استطيع سحبها,1,negatif,2023-11-20 12:17:25,Glovo
Mama Chmiro,رائع جدا حلو في 6 دقائق وههي كمون عندك,5,positif,2023-11-19 17:27:22,Glovo
Raf Rof,اريد ان اعمل,5,positif,2023-11-13 14:58:24,Glovo
سلمى سلمى,...يستحق اكتر من خمس نجوم,5,positif,2023-11-06 15:21:50,Glovo
RARAD Jaffal Jaffal,كم هوا لمد,1,negatif,2023-11-06 13:29:01,Glovo
الحمد لله,مقاطعة قتلة المسلمين,1,negatif,2023-11-05 00:02:06,Glovo
Mehamod Albadri,هادا زبالة,1,negatif,2023-11-03 16:14:37,Glovo
Malak Firiksa,تطبيق جميل حدا,5,positif,2023-11-02 17:00:27,Glovo
Islam Ilaf,فاش كنبغي نكوموندي من ماكدو مكطلعليش علاش؟,3,neutre,2023-10-29 13:36:11,Glovo
B Bxhkb,تطبيق كان رائع جدا ويصل في 5 دقائق,5,positif,2023-10-27 12:39:54,Glovo
مدينة مدينة,سيئة جدااااا أكلها معفن,1,negatif,2023-10-21 14:59:56,Glovo
Khaoula Ngadi,تطبيق سيئ لا أريد رؤيات إعلاناته بعد الأن,1,negatif,2023-10-18 17:05:16,Glovo
chaimae saidi,الحجم في صورة ليس الحجم في لحقيقة,4,positif,2023-10-18 10:17:34,Glovo
Ali Alrikabi,نتعهنة,5,positif,2023-10-16 12:44:07,Glovo
Wiam Hamouch,جيدة جدا شكراً,5,positif,2023-10-15 12:12:53,Glovo
تزببم زييزبزز,٨٨٨٧٧٧,5,positif,2023-10-13 19:02:19,Glovo
الأرملة السوداء,مقاطعة,1,negatif,2023-10-13 18:14:54,Glovo
Ahmed Imchir,خدمة زوينة حسن من لولو,5,positif,2023-10-07 16:15:29,Glovo
Mercedes,رووووووووعة,5,positif,2023-10-06 21:39:43,Glovo
Fatima Fatima,تطبيق جميل للغاية,5,positif,2023-10-02 15:15:09,Glovo
Hatem Gjm,التوصيل كان في وقت قياسي,5,positif,2023-09-30 20:58:39,Glovo
Hoda Mohammed,"أرجو دعم اللغة الرسمية للبلد ""اللغة العربية'"" لتسهيل الأمور",3,neutre,2023-09-30 05:14:59,Glovo
Najib Boussadni,عيند ما تنزيل واتدخال إلي Glovo لم تبغي دخل إلي الواجبات كاي أطلوب 😠😠,1,negatif,2023-09-26 10:56:53,Glovo
