commentaire,sentiment
Mada hdat f l imati l3arabiya,Neutral
@imadtiskat @IbtissamTiskat hahahaha oui on sait rah le3chiya kolha ohna khedamine fel ashtag . mabrouk 3lina,Positive
"@RotanaMousicaTV @bilalalarabi A7LA BILAL fdnya ma3ndakch m3a tzwa9 dlhadra,bsa7 rah @Saadlamjarred1 howa li stahel ljawayiz had l3am",Positive
@dija06 dakchi li kayd omar o claudia mkhtalef 3la duo sola o kont baghahom yrbho bjouj snoupy o duo sola walakin maymknch irb7o 2 mgharaba,Neutral
@Ma_3labalich hh chno katjrbo chkoun yft7 l aktar 3adad dyal bnadm ? hhh,Neutral
@Hunter_u__u_ safi blama tay7 so9 howa aslan ghadi tla9aha rah mn montijin 3yon bayrot mankonoch b7al jiran i9olik tab3ina!!,Negative
#Ibtissamtiskat mbrouuuuuuk hna fr7anin hit nti mghribiya hora o tan3tazo blfnana bhalk hit tayhzo brayat lblad dima mghribe,Positive
@amira4410 ayna gha chi fakh hadak. aw malha hbila tlo7o of9anat dyal wa7da katchaja3 lobnaniya .bayna mofabrak olla nta7lo chakhsiya dyalha,Negative
@najlaemeziane1 we fans dyalha sabo bladna we malikna we hiya wala mara tkalmat tsakathom hna ka maghariba ahrar,Neutral
hanan charaftina bzaf ohna farhanin bik salmi 3la ihab maystro dyalna et rafa et haydi et 3ali rahom kaybghiwk,Positive
@StaracArabia___ lmochkila f l ghira lmofrita li kychof bsbabha l 2nssan ay haja raw3a momkin tghati 3lih mofrit b7al ghirto,Negative
9DIMA OLA JDIDA OHHHHHHH #FUckTHAT,Negative
@BannaniHouda @Douzi_Official et mlle houda ana golt li kayn kech kanmchi lo dima mais mab9itch hmalt namchi lo fih ghir nasb,Negative
@bling_pimpi ana rah mni tan gol hala madrid tan 9ssad Athletico ghir fgemtoni ghalat :D,Neutral
#HananeElKhader #socialmedianight Hbiba bent bladi dikra mawlid nabawi sa3id lik olmoslimin.ghni lya oghnya dinya orakzi fleval odarbi mzn,Positive
"@zi_zanouba la bel3aks mzian !!! 9anat fiha mochtarikin bezaf w me3rofa..... chofi MAL 7BIBI MALO, chaine li fiha machi dyal saad, w Darba",Neutral
@FATMA_TEARS @Saadlamjarred1 hhhh lama iktachaf ino kan 3am yi7lam....sadma kant 9wiya hhhh,Neutral
@LeilaFalal hhhh siri a hbiba rabi yahdik ou l fhadirih rabi ghayraj3o lik ghir tsanay rah danya dawara,Negative
"@zomoroda01 heta wahed mahaz taswira dyal sanhaji o heta wahed masta9bal sanhaji meni ja, ghir 7ayad hadik maghribi bazaf 3lik khali radar",Negative
@051889aae66743a ollah makanjamlk bssa7 9albk kbir kolchi kat3awnih ana 3omrni sbit chi 7ad o nti a5ir wa7d nfakr n9al9o &lt;3,Positive
@9f5d6e6934ed49e hanane makantch katbki 3la aniss wla nsitiii ach kan tra? khaskom ghi fitna kamlin b9a fina ihab bla matb9aw tbdro fhanan,Negative
#GhadaJreidi 3afakom ghadghoudiyin sa3douna f taswit li bety fi shorty 3afakom al bnat,Positive
@malak_fiver whiya hta wa7d ma7achaha liha mn ghir rapha mskina niya ma3arfa walo,Negative
@ProudFiver ih nghir walakin ana mish man nou3 li yamshi yasab o ythajam 3la had 😒,Neutral
@OumaimaOuazragh @SosoRM2 hhhhh ouiii ya3ni momkin 7ad ykon bilghba2 da bsawt M abbas hhhhhhhh,Neutral
ibtissam partager chi haja zwina ma3 les fans fi instagram rah kanmouto 3lik @IbtissamTiskat,Positive
@LoversSB1 wala ihamak a5i moch kal nas matal ba3d o ana kaman awal maa insadam bas lich la na3mlo hik kal wahadho fnafso,Neutral
"@ZahhaRAmat Hahaha memanglah siapa yg nak jadi andartu weh cumanya mmg skrg ni takde calon langsung, takkan la nak nikah main tangkap muat je ye tak 😌",Neutral
@HaevenIbrahim ana kaman ana man youm 3raft The5 7laft ma7ib wala moghani ila ida kan soto 7ilow bas,Neutral
#HananeElKhader #SocialMediaNight GHIR FARHI RAH MACHI NDIROU LIK ISTIKBAL F LMATAR BHAL DYAL IHAB GHIR LFAR9 BLAST TSAWRK LBID W LHRAWAT,Negative
@aminattttta @SSiso1985 hbiba o ana tfarejt f akhbar o nass kano hadrin 9alo bana jamahir jazaeriya o chaab rahbo bina ..,Positive
#IbtissamTiskat ana safi hwalit hrabt lcompt tani dyali hit l3anz hadini plz kamlo nachr rah mab9a walo,Negative
"Sejak SD aku tau kalau kedua kakek-nenekku sudah wafat jauh sebelum aku lahir, dan salah satunya di-'sare'-kan di Ma'la, aku bilang ke ibuku ""Semoga besok Maulaya meninggalnya di sana juga ya buk, biar ketemu Mbahyai .. Aminkan ya temen-temen 😭",Neutral
@BelkacemMorsli raom merakzine m3ana maismaradich ikon bhal film linderto ntoma dial dou zwamel li t3eradandkom fe cinema khayba andkom,Negative
@wessafel wach l9iti chi 7al bch tsifti l raph les cadeaux .. hit khayfa 3awtani mayjiwhch bzf wakha gha dad fl3dyan,Negative
"@arsalaneyoussef @FabrizioRomano Msab yjibo RDT oulah had l3am qaseh bezaf bezaf w rak chti ila bidaya chhal mouaffaqa 😂, lah ydir lkhir ou safi 😂",Neutral
"@ines_dz23 hanti tatchoufi akhti , ana tbriit mnha , lobnania w 7ssat brass'ha , souhaila &lt;3 ihab &lt;3 enough for me",Negative
@hoyam360 nawal nbous yadik a zwina khali hadouk ynabho hta ychab3o khalina ghir fhanan li 9al chi haja bloquih ou hanina hit 3yina,Negative
@HananeElKhader refa3to rassena bzinkom o sawtekom o hena m3akom l final o inchalah ykoun la9ab maghribi salmi 3a ihab o souka,Positive
chi merrat kat sghar f 3ini dnya lwahed daraja may mknch,Negative
ahssan youmm howa fachh lbassti tkchita oghaniti sla oslam 3la rassol lahh kol ayamkk kantt wa3raa @IbtissamTiskat #IbtissamTiskat,Positive
@Thorfinn667 Wjhek ma ghribch eliya assat Wach anas mahou ?,Neutral
"@hope2907 Wa Ra Ghir m3el9a d la glace li fabour, ddi m3ak chuiya d lflouss 😅",Positive
@MaChaw60 Maya N3li Chitan W Enty M3asba Halae Rou2i Plzz Habibté ehna Moch momkin netkhala 3anek Ya Baraketna,Neutral
Ana wsalt l maghrib. Salam aalaykoum. #me #marrakech #marocco #africa @ Marrakech Morocco Africa https://t.co/AJSpF1jysb,Neutral
@ProudFiver ana o maroua dima nahdro 3lik ida kanti bkhir 😭,Positive
Ana maghribi men guelmim mendamj flmojtama3 otlah 3lia batl walakin rabi kbir orabi ahkam lhakimin olhamdo lah https://t.co/sVL3FWJ3nB,Negative
@baboua2 RA LMOSSIBA GHAR9 FIHA MN SSASSAK L RASSAK MALI KATCHAJA3 3AHIRA W NTA MASAY9 KHBAR,Negative
@ali_rifai94 ali momkin tfahimna ha soura enta bti3raf hada eli howa sabab kol chi did hanan https://t.co/3wzQ07ZCwS,Neutral
@Gzeerr hhhhhhhh sorry bs sou2al ghabi min hiya hta twahidna bil3akss hiya 9assamit baladna lama twahid rijliha ba3din tchouf dowal,Neutral
@zi_zanouba w 7na malna 3lach mntaf9och w ndiroha? aw li ban likom jiboh lia RANIA chofi m3a hada chkay9ol wana ndir 3la babah 7efla b nokat,Positive
@rifahmed18 @KaddManal @IbtissamTiskat ana kont kanfadel kol whd ighani bohdo matalan adil sawtou zwiiin lkn makibanch mni kighani m3ahom ..,Neutral
@NouriYohan barki tama machi maghribi wa rah maghrebi khok,Negative
@maryoumaTs @sanaakenitra @lilyachihad @TwiitPress @Nora_chb @Farou7aBatmawia khadi khodiha mn whda knt mo3jaba b sawt dounia mouuuuh,Positive
@lola_leila3 ze3ma khotna falah bach ybardo 3la ryousshom ghadi yloho chi photoshop bhal dima,Negative
Guys had page sponsor dialha howa #TwoTone li madayrch liha follow y diro fiha des photos zwinin http://t.co/80RW5F44gT #IbtissamTiskat,Positive
@AYXMen nghaniwha maghribiya 9bl ...mayw9a3 mochkil m3a sabahiyat 2m ..wach hachi li daro m3a ibtissam 3aaadi ....!!!!!,Negative
@zozogirl1993 mohim ntmana yw9af ni9ach hna rah daba matra bass ...,Positive
@RaphaelJabbour1 ihna binmout fik ya rafi la twil alina ihtam bi nouna lmaba9ish dayman m3akom,Neutral
@saroratina @salaheddineMA awiili 3la bozebal hadak akbar montij kuwayti khaliji mossalssalato kolhom najhiin b nissbat 99 %,Negative
@msdiy670 @Ryadbenamor hama3almohom jeneralathom ghir isem3o kelma sahara iteb3oha dik kelma... ma9arin ta tarikh nkhaliw tarikh b3id,Negative
Organic roasted young cockerel with country potatoes &amp; Marinated sardine fillets. Domaine de Sahari Reserve. @ Le Grand Café de la Poste à Marrakech https://t.co/dYzWIPnbF5,Neutral
@duniabatma ana had twittr ga3 mkn3rf lih dkhlat lih 3la wdak pliiiiz donya jwbini rani mahtajak bezaaaaaaaaaaaaaaaaaf,Neutral
@tiskatbetystar ghir kilagiw o golo,Neutral
@MisssRiVoLi @DohaDou @abdallah_tanalt ki9olo hota katkhanez chwari ...lkn ntoma jme3tona kamlin khaybiin ...o ana dounia mazal kat3jebni,Neutral
"@naj167naj @FouzOuss oui bezafff bayna 3lih sara7a, ama hadour rah ri bzawez ma3reft lach taynaf9ouha",Negative
9alamè katimo asrari 3alimta ma bi9albi li anaka alwahido lladi ta3lamo kayfa tahfado el asrare,Neutral
@nallaoui @AmalZanobia @IbtissamTiskat B ina oghniya wach ndire ma bghite Walla maghribiya w aftakhir,Positive
@b10b257fb19c4e3 hiya li tsla7 fhad lbard,Positive
@Ssaaarrrraaaaaa plz 3afak mess7i had photos men ta9 hanane 7na mabaghinchi nweslo le niveau dyalom,Neutral
@Oumaima__C fa9soni a kheti tgoli ghir couple wa7ed likayn f mosalsal 😬,Neutral
:@ETbilArabi @mariamsaidmbc mabrok mayoma allah ykamal 3lik bilkhir😘,Positive
@jklmn1234561 rah bay3o 7assan tani w homa daba 3aychin far7anin ? atasa2l macha2nokom ? lima tomawilon khawanat watana?,Neutral
L7biba dyali nas berkane kamlin ymotou 3lik o s7abati yslmou 3lik #IbtissamTiskat,Positive
Aji be3da nta a @jalalbouzrara m3amen tchawerti bach tjib amine 3andek ? C'EST MOI L'AGENT FIFA DE @AmineRahmouni73 AW !!!,Negative
Kaysefer o baaa3d merat fin kayji chi wa7d wlkn kaykoun ghir nessab 😔 https://t.co/bHOnivxSXQ https://t.co/SmPoE0atCI,Negative
@nadim_maria habibi maria en t'aime bc o khofna bzzaf o abdan makona mtwa9rin tkon fminta9a lkhatar nmout 3lik bnt bladi o plzz mat9l9ich,Positive
#رفاييل_ابن_المغرب #RaphaelJabbour yalah lkol ysawat la dinamo l academy moch momkin tkon star academy bala raphael,Neutral
@chirineabdallah Akiid kel l 2ehtiram w ta9dir l cha3eb lebnan w nancy fakhouri tmathil nafsha tla2i l maskina ma 3abarha saad hhhhh,Neutral
@alintikam @imo_imolove @khnounama3founa maci hadi li kaydir photo de porn howa deri hadi ghir tahmtiha o7anan dyra 3lach nass maky7mlohach,Negative
@Sofia Kitchnchic .slm.yazwina kidaira lbs3alka. momkin. anta3rafa 3alika,Neutral
@Hamouz_ khsshom ykhssro ghir b had tbo7it,Negative
@BladiLove1 t'as pas le droit tgoli fans kartoun heta kamlin kansawto liha o kanbghiwha hena galna comme ça hit khayfin 3ela masla7tha,Negative
@JHANENAMJINHOPE @MarriedHyungwon 😂😂😂😂😂 daba ghhir wach nbkiii wla nd7aaak ghiir goliiii 😭😭🤧,Neutral
@jacktass2 Ma tbouso ma tkhaliw li bous… cha3b baghi haremoha 3lina 😂,Negative
@ELISSHania makayn walouuuu kayn ghir li taybghi yhder,Neutral
@nassermima00 9alak soukaina hiya li kant radi tarani ma3a dounia batma walakin hanane sar9atlha l blasa w wajhat ta7iya mafiya maghribiya,Neutral
@houdita89 @omarov55 tana katjini zwina bla bihom o ra sora li tssawrt m3a chirine omina o ghada bla 3adassat wakha mabaynach mzn,Positive
@BtsJimin777 @UpdateVotes ba9i hna mavotich ghir nvotiw o tawsal,Neutral
@greenadilaida Lkayan fach man3awno rani mojod,Positive
"@MarwaElMarouk Soit 3ayedtik hala2 aw 7ata le 1 er janvier mou3ayadte elik ma byetghayar feyya chi! Kil senni w enti b alef kheir w nchallah dallik daymen mnawralna Twitter b tallat l 7elwe!3e2bal l 100 ya atyab aleb,jtm💖💖",Neutral
@BadraouiSomia @Ihab_Amir svp matjibich video diri ghir tof 5alih ya5d 7a9o f li j'aime nari kat7am9ni had oghniya,Positive
@kawtarmarso1 @maryoumaTs hadi hya lmosabqa lmohima o nqdro ndmno rba7,Positive
@FestMawazine @IbtissamTiskat haka bghinakom ykon lfan lmghribi awal ihtimamatikom merci bzaf ou ibtissam tastahi9 tawajod bi mawazine,Positive
@lobn3 lhamdolillah bekhir ach khbarek fin ghabra,Positive
@medomounib @KhaoMaha @WacHasna @IbtissamTiskat inchaallah tkon mcharaka f oghnya laid l oum,Positive
@Morocco_EXOL @weareoneEXO @B_hundred_Hyun @layzhang Hado kano mn akhir lmerat li an choufo fihom l OT8 😭 #MERRIES_POWER For #EXO @weareoneEXO @B_hundred_Hyun @layzhang,Negative
@MichilLaila 3afac sawti l maghribiya ibtissam tisat ra 9arbat tssali mosaba9a http://t.co/k3GkabIbee,Positive
@AdlyMohamad masae nor 3lik sotak hilwe ketr ou ana men mo3jabin bsotak lah ywaf9ak fmasirtak fanya et kantmanlak najahe fkol khatwa fhyatak,Positive
"@freaky_mahdi ohh mtiteez,hia li fiha thenqiz dakhla fjwaha",Negative
Douk sba7at li katsb7 dar kamla tghwet 3lik 🥰🥰🥰🥰,Positive
@Riyomaa ana cheft ha tweet o ma3ajbni lahek hkitek o mahajamtek o ay wahd maghribi mara7 yheb ha tweet la mn fans hanane w la mn fans ihab,Neutral
@lalaisrae omansach khitabat malik lhassan tani o9alha lay rahmo gal had sahra wakha harertoha ghatb9aw mehssoudin 3liha,Neutral
@HananeElKhader makatmatlinach khil ft9ahbin dyalah tfoo ya lkalbaaghrib bzaaf 3lik nchof nasayfar lik maticha khamja,Negative
@nissan_ma men dayman khabtahom ana bla monsaba hhh lz f twitter wala instag mam9srach m3ahom,Negative
Ya Allah adichek helwa ya hanane bsaraha inti wallah mafi minek lilfinal inchallah ghanili inti o anis wa ihab w oulo khawla #staracarabia,Neutral
@lmalkihanan1 @Morocco_beauty howa lwahid li nsa7ha ach bghito jamhoro sawat liha jabo liha drapo baghin fitna m3ahom tani?,Negative
@marocbladi3 @AllaliOfficiel @ahmedchawki wayiiih rana netferjo fiikum .. ms ga3 madkerti lhoceima wakha fik a rachiid khamas m3ak,Neutral
@ZakiChan01 a79ar l3ab f ttarikh aljaych almalaki hhh,Negative
@assdq88 ri stp matjbedch lmodou3 dyal hanane o raphael on a marre wllah,Negative
@zedakiliass WASH KHOYA ZDAG BAGHIK ALA WAHD LBLAN KHOYA,Neutral
@samirou100 n9olo se7 ms 3lach ach mn msla7a f haadi?? rahom aslan bayna mn nhar dkhl lmghrb w howaa w sohaailaa kaayhdro baaynaaa,Negative
@SuhilaBnLachhab souhila i love bzfflfffffffffffffff kan7ma9 3lik merhba o alf mlyoun merhba bik flmghrib https://t.co/DPhDBpD0kL,Positive
@GnrLoca ila knti bsah kaad3miha hyaila ncharti leoghnya ou rchahtihafe morex dorhaka hessn matb9ay t9albi chekon ibi betty ouchekon ikdeb,Neutral
Kolshii wela baghi i-t9arreb m'en @ben_hemza bach iwsal l'@Ihab_Amir H-had lfdi7a Hahahahahaha ★☆ https://t.co/E0NH4K5dWy,Neutral
@BitMaths Wa gnii setan rek la sékh ak gnom Dougne ma stresséti touss khamougne ko Jumah Mubarak 🙏🏿🙏🏿🙏🏿,Neutral
@chamsassabah @j_benmara98 hna ka mgharba wa ka fans ibtissam kanbghiiiiw zineb hit bnt bladna omachna mnha ghir khiir,Positive
Hta kon makntch maghribia kont ghantmna nkon bnt bladk Bach nkon bnt lmaghrib li meteltih ahsan tamtil #ihabamir https://t.co/HKKmsRhtCS,Positive
@AmoulaZk @ImMrYaM @i_love_moroco ana bekatni hadrtoo machi lija ymssah fina idouu hit hna maghribiyat o safi ...,Negative
@batmawiya1 @miss201512 manmchiwch b3iid ghir m3a ibtissam f 2M,Neutral
@bibahelal f kol 3aila 3andna wahd aw 2 asswathom zwinin ..khti kbira sawtha waaw o khti twmiya tahiya sawtha zwin #IbtissamTiskat,Positive
"🐾 Chi Wa7d iGuol L @instagram Rah 3a9na Bih Rah ghir Mkassrine Hna 😎. #My #Trip #To #AlHoceima @ Radisson Blu Resort, Al Hoceima https://t.co/4dlJaMu1nx",Positive
"@Maroouane rah asslan kaydoro ghir almonadilin , tu vas trouver al7abchi ou najib saber kaydoro hh",Neutral
@joudy_jor nn kan kay9sd hram lamia zaidi matwslsh lfinal kan khasha trbah bidoun mona9acha hit top z3ma,Positive
@najwakaram sit najwa kifik li tghayar min tiyara la syara hini la3waynat kinti 7ata 3waynat tanyin bi tyara w bil syara 7atiti 3waynat ghir,Neutral
@Words_failed Nti fonon dyali rah bessa7 styl zwin,Positive
@salaheddineMA @rifahmed18 sawaan m3a ibtissam ola ghirha .... ana sawet ossart visa maktabetch liha ..ma3andi mandiir,Neutral
bravo ihab 3la tawdih l3ala9a li katjm3ke nta w Sahou ou ana 3arfe bLi rak katbghi ghire aya ou sf,Neutral
@HananeElKhader nti atyab 9alb o7na maftakhrin anana kanja3ok omn fanzk #ma9ichiya #khadrawiya wa aftakhir,Positive
@zi_zanouba @Rimooh_R8 aussi 3amerni khssert derhm 3la chi had mn ghir ibtissam hhhh,Positive
@Saadlamjarred1 kol 3am o fanantna LALLA NEZHA REGRAGUI bi alf kheer LAH ikhliha lik wi khlik liha wi ihfad lik lwalid SI LBACHIR ABDOU,Positive
@Egoechoes wa9ila ban li rak zadti f la ration d lhrira 😂😂😂 mais 3ajbatni ambassadrice Suède 🙈,Positive
#hananeelkhader #الخضراوين_على_اللقب_ناوين lah9ach hya aktar whda tedlmat mn klam nass o mn fans tolab lakhrin,Negative
@DaaliaAyman daliaaaaaaa ezayik habibti plz taminina 3ala babit haidi howa kwayiss,Neutral
@sara_mexico ra ana saybt bezaf les emails o saybt o gheda tani nssali bach nssayb wehdin khrin,Neutral
@kona_konitta bayna khata2 matba3i hahaha mli kaydkholni n3as ta ana kanweli ghi nrewen :p,Neutral
@samira12447901 ghayb9aaw taykherjo 3liha llassaf ana mn fans o mtaf9a m3ak..demhom skhoun bezaf ..,Negative
"@samirabouanane imkan 7it ana tan7anzaz mzyan ola imkan mrakza m3a saad bzef,9cha3t f akher lclip wa7da l3ibara "" thanks to Saad Lamjarred""",Neutral
"@AdamaBabou1 Domou adama dh yalla takék naqo niari biir , birou Dieumeum dji aq biirou bamélam . 1) Birou Dieumeum dji boumko yitel nax souniou Borom wattoul nako loum ciy def ba nopi 2) birou Bamélam dji nay yitëm nax loumfa defoul doukafa fëk #Sa mort est une défaite de la mort ❤️✨🙏🏾",Neutral
@ZahiZahiwehbe Merci estaz zahi Ana w mama taba3na bernamjak khalek bl bet w 3n jad momayaz w kaman ntabe3 akhbarak,Neutral
@florafleurita @2016Nonoahmed @Aml2208 rah hna kamlin 3arfin chkon homa l2a3da2 wila kanti mtb3a mzn rak ghtfhmi wght3rfi chkon,Negative
@lilyachihad @Noritta141 @mayssa2288 laykhelf 3la lgrboz ou sninat bkma homa hta tl9a chi dahya jdida ola chi grbozz jdidd rakom 3a2ila,Negative
@NlMariaaaa Nekon accelerite 50% dyal season ghir besbab gay seances 🤦‍♂️,Negative
@WACofficiel daz ness fel 3am w mazal ma chefna la nkhirat la walo. Redo lia gha foussi,Negative
@Rajaa_Princess daba ihab hma sohaila wathala fiha wfi lakhir t9olo had lhadra,Negative
"@sarah_el1 @cerinelle li sawar gal maghribya man fes maskin tahwa kdab , wla rah maghribi sera9 mra mn wlyat wa9wa9 f dz w sawrha f maghreb",Negative
Ihab kantsta 3lik khlik m3a likaibrik ou b9a m3a hanan ou rafail ou gani lia jini nichan ou slam 3la wlad al jazair ou ga3 li flakadimia,Positive
@AkhbarNojooom mn nharkom ntouma baghin twsslo lhadchii chfto abass oraph lyoma glto ha ach daroodaro,Neutral
@HibaAnj 5ayfin 3la rashom 7int sa7afa masriya nadt lihom 3la 9bil li9A2 ta3 lbar7 limafihch 2i7tiram lmabadi2 lmihna,Neutral
@nawal582 3afak khaliw ta9 hanane 3amar ghir betsawra bla madakhlo nass akhrin,Neutral
@ranim18chichi Uiii hnaa drnaa likee yama tjm3o 3lina gaa3 lfanssat o rbhnaahooom matkhafouuch jaych tiskaati m3akooom dima ghatkono fsadara,Positive
@i_love_moroco ana dart hom bjoujj hit bjouj tbarkallah zwinattt okol wahda ozinhaa,Positive
@ferski_siham @StaracArabia hanane star keda wla mazal wla 7ta smaany kulshi b sawta zwin gheir shufa fiha takalik d7ak,Neutral
"Une semaine wa3ra bezaf f agadir, après boujloud fel eid lakbir.. samedi 16 juillet jayin les rois de hayha music f timitar 2022 @officielH2S ya salaaaam!",Positive
@HnoHanoona nn baraka ach man sa7ali 3lach yhakro lha 7ssabha wach ntoma 3amyin hada ra chi maghribi kan hadad mgharba ch7al hadi,Negative
Yalah chi 97ba khra 3awtani tban https://t.co/frfbWTWAeo,Negative
@ZakiChan01 non il est marié mn ch7alll hadi w 3ndi brhoch kbir,Neutral
"Eh ku kano les disques d’ors 📀 f mghrib , driyat huma lwala yrb7oh , ga3 les projets f leur Shneck 😏",Positive
maa dberti ala client mzian au nta tensana,Neutral
@la_chaymae bnadm li mnwi ghi bohdo &lt;&lt;&lt;&lt;&lt;&lt;,Negative
@HmadiFatma nas hmaqt yalatif hhhh ka izdo ighrqo hanan mskina lmohim hada ahsan rad bloc o khli lklab inbho maiwsloch l sidhom,Negative
Hanuuun habibti khalik m3a Aniss w ihabe bzaaaaf w matbdaych tkhafiii raki zwina w sotk yhz l2ard.Douha #hananeelkhader #socialmedianight,Positive
Draw me like one of your French girls ✨#lamamounialife à La Mamounia Marrakech https://t.co/bjVhKjTISB,Neutral
#IbtissamTiskat #DuniaBatma tani haja anna mn jomhor ibtissam kent kandafe3 3la dounia mn chi wehdin f rotana .....,Positive
@AmineHachimoto wa rah kaydiro almo7akamat aljamahirya mn ch7al hadi,Neutral
#anisbourahla #SocialMediaNight aniso hbib lmgharba kanbghiwk bzf o b9a tjr m3a hanan ntoma atyeb 9olob et aussi ihab ghani inta o hanon biz,Positive
@loly1027 @marocbladi3 LHSSD YA KHTII KHANONA INSSANA MHSSADA ODALIL LFRHA DYALHA NHAR KHRJ IHAB,Negative
@9f5d6e6934ed49e wah kaygolha nassa2eh zwina bazaaaaaaaaf w bayna fih mta9af bazaf,Positive
Daba 3ad 3reft 3lach nasse zmane galou zyada men rasse lhme9 !,Neutral
@darkestruby Marrakech ha li khassro 3lina 😔 https://t.co/eqM7xHSeEs,Negative
"@i_love_moroco hahaha kheli 3la dakchi ! ta had oghnia dyal mina, zwina ! walakin sam3a b7alha chi 8456 merra !",Positive
@Ihab_Amir ahlan ya ihab ya amir lmaghrib charefti baladak o charefti mdint asfi. salam 3la hanan et c si possible tghani 3la shark,Positive
@0NDN3p44fE1O0Lv aywa kidah tamam o momkin tisawiti aktar min mara titla3i min link otifta7eh min tani,Neutral
Bikers kayderbo f proteins dial besah w makyzetoch 10km meghy ghir b tebsil dial Loubia w tserklat lkharita kamla 😭😭 https://t.co/BepdGwTzk2,Neutral
@AkikHadou wa lokht rah 3yina manhadro li bgha yhdar 3la dounia aw ibtissam mayjbadch hanan khaliwha b3ida malkom 3ziz 3likom lmachakil,Negative
@IkbelHamdi @Saadlamjarred1 amin 7abibti wi khali kol lwalidin li f donya,Positive
@Maghrebtech10 Ah d'accord... W bnesnba l taman wacj mli7 wela ghali ?,Neutral
@sara64359932 @AnttHanan @Gift_Shop_leb makatsw9ch 3arfa chamkarat dyal lmghrib cha3la fihom l3afiya man jihtha,Negative
#IbtissamTiskat #اعترافات_تسكاتية kana3taref beli souti zwin o ne9der ncharek l3am jay f starac hhhhh wa9fou m3aya ila te9balt hhhhhhh,Positive
@mariamsaidmbc hna 3arfin ana idarat staracademy hdat ihab w 3ailto khayfin 3la ryoshom,Neutral
"@K7al_L3afta ramj chi 7aja aljaw , hadakchi bayn tmtil",Negative
@HananeElKhader je t aime beaucoup o kantmana tkouni bikhir bghitek tjwbini bsahra chkoun men shabek li baka ktwasli maahoum,Positive
@AkikiJoyce wayen howi l mihrajan haydi maskhara talama l futur mich ad l live la chou l isti3rad w fathit sadir kina bil kfoury sirna b azi,Neutral
@aissaoui_houria 3lya Ndfl 3lih hit wjho aykun ghi d tsrfe9 O ihab taj raskom ranihbila dirou fya raskoum kol social media n3ssha katchehe9,Negative
#اعترافات_تسكاتية #IbtissamTiskat A3tarif Annani Bghite nwdha m3a chi fans Whcht dbaz o lmkhatrate mais fdeha kulch kaykhaf manena mayz3much,Negative
@tota1973tota walakin ghada ray9olo lfananin ly mcharkin,Neutral
@barou064 chouf ghir rj3o l les logo w ar9am katdirohom 7ssn hhhhhhh,Positive
@asEgjIyThXkBmxC Lah yn3lik lwlidin kamlin lnta wlahya wla ltyswar fikom trik mdlola,Negative
@1Mariyam1 akid kanbghiwha wkanhma9o 3liha tstahel ah ok libghiti ana ghir glt imken masm3tich mah 3lik,Positive
@nahlaninou102 @souhilabintarab nmot 3likom ana f meknes mamchitch lmatar mohim hmrolo wjho bchi isti9bal 3adim,Positive
"@ELISSHania aa wedi Lkalakh ma ghribch 3la chi Tiskatiyin lah yehdihom, 3am w nos w ba9i ma bghawch yet3almo",Negative
@razane002 @aminattttta @Tiiiiskat90 @ragheb_halawe saraha ana kanet 3ziza 3liya f lewel lakin ghirtha mn ibtissam cheftha nhar malikatjamal,Negative
@ZwinaSabrina yes !! w kolchi tab3hom LOOL !! IbtissamInOujdaFilmFestival .......matalan !!!,Neutral
@SalahEntertain1 salahh alf mabroukk w alf mabroukk lmgharba kamlin inchalah nfere7o b @IbtissamTiskat f @Mema,Positive
Brojoula la makntouch ghatna9cho l drari f chi récompense l douk les top tweets ghir y7ebsso o ykhelliwhom mekhzounine.,Neutral
@fati_fati_20 mais kola wahd hor f tasarofato tani abd salam o tiskat dak l3am kayn li gal liha chi haja 3la dak messry f lwl ola abdsalam,Neutral
@soleil_du_sud wa hbiba safi matkounouch bhalhom rah kadour ou trja3 lik niyat hanan hiya li katkharjha machi anana ndiro bhalhom plz mashi,Neutral
@talb_slak @hadek_khetna Kola idabr 3la k... koula idabr 3la laghaligho dialo,Negative
@L_3ROUBI Lahouma amine ! Wa Ch7al Fre7te !!,Positive
@basmaavecuns Hchoma 3lik hadi dy3i hir rask wlah 😯,Negative
B9aw fia ghir s7ab Bac+1 maghadich ichofo lmontakhab f la coupe du monde,Negative
@maryoumaTs @Anyssa_Ch hit dunia 3endha m3rfa qwiya dakchi lach dart ichehar l meditel o daba meditel khadama m3a hanane fadili,Positive
@hiba_bernoussi kolchi bayn f tweet ;) 10 red carpet. 12 la cérémonie. w make sure tkoni rj3ti sa3tk l3adia li2ana flmghrib had nhar n9sat sa3a dial sif,Neutral
@leilafarah1982 @Warda_Maghribia hhhh la fi3lan ntoma li kadahkouna momkin t3tini achman sohof galouha soura mn klamhom plz,Neutral
@sbhdzb ila samitt din twasell din mkomee rjalw e 3ayalt ajiwe lama nagasloo zabour mkome la lkra3ii ra7na machii mabkichiyine 7orine,Neutral
@sihouma27 nsiti mnin gal 3lih ghaby,Negative
@abdalhgggg @HMimi900 @Tasribat_Starac khanza hiya mok li ma3rfatch trabik akbirt lkhanzat mnin katkhrjo kidaban tfo,Negative
@Racha062 merci hanouna yarab hit chi wahdin ghaymoto baghyin hanan tkhraj nchalah hanan aw nassim yakhdo la9ab bach yfarho kol lmaghrib ara,Positive
