Text,product,sentiment,Class
الدولة خاص تتدخل كيفاش تيبيعو السلعة ديال الشينوا دغيا تتخصر بثمن غااالي لا حول ولا قوة الا بالله ,Mixer,Negative,1
أسوء تجربة دوزتها فحياتي كرهتوني نشري من الانترنت ,Mixer,Negative,1
لي بغا يضيع فلوسو يشري من عندهم ماكينة زيرو و غير كتشري من عندهم مكيبقاوش يجاوبو,Mixer,Negative,1
كتكدبو علينا فالاشهار وصلاتني صغيرة و دايرة بحال لعب عاشورا,Mixer,Negative,1
البنات متشريوهاش راه متتحيد والوووو,hair removal machine,Negative,1
شريتها دوزات عندي سيمانة و خسرات بقاو فيا غا فلوسها,Mixer,Negative,1
وصلوها ليا من بعد سيمانة وخا كاتبين التوصيل ف 24 ساعة وفلخر جربتها حالتها,hair removal machine,Negative,1
مكتعصر والو وخاص تبقا تبدل ليها الباتري كولا سيمانة شرات ليا صداع مع راجلي حيت مكانش بغاني نشريها,Mixer,Negative,1
كتخدم 15 دقيقة وكيخصك تشارجيها حسنا بكري,hair trimmer,Negative,1
لي بغا يشريها نبيعها ليه بنص الثمن خدمت بيها نهار واحد و صراحة معجباتنيش,hair trimmer,Negative,1
عنداكم تقولبو بحالي راه ماعصارة ما والو,Mixer,Negative,1
زيرو ديالها عيان و مكتصلاحش للشعر,hair trimmer,Negative,1
شريتها لراجلي خدم بيها يوماين و خسرات,hair trimmer,Negative,1
شريتها ندوز بيها رمضان باقي موصلش رمضان و خسرات الله ياخد فيكم الحق,Mixer,Negative,1
مكتشبهش للاشهار كاع فاش جات درنا فيها ليمون كبير كعما بغات تسد كتصلاح غا ليمون صغير,Mixer,Negative,1
خديت الماكينة ديا لحسانك و فاش بغيت نجربها جاتني خفيفة و كدير صداع بزاف  و دغيا كيسالي شارج,hair trimmer,Negative,1
 ماكينت العصير رونات ليا الكوزينة كاملة كتعصر و فنفس الوقت الليمون كيسيل من جناب لدرجة ضربني ضو و فيها صداع بلا فايدة,Mixer,Negative,1
 هاذ المنتج مكيحسن والو! وكينتف الشعر فاش كاتحسن به ... خاصني ديما نخليه في الشارج باش نخدم به,hair trimmer,Negative,1
 هاد العصارة فيها الصداع بزاف و كتخلي طراف ديال ليمون بدون عصر,Mixer,Negative,1
  لاعلاقة مع حقيقة، مغشوش و البطارية شبه منعدمة,hair trimmer,Negative,1
هذا المنتوج لي باغي اضيع فلوسو و صافي,airpods,Negative,1
  الباطري ديالها ماكانتش بالقوة لي كنت متوقعها و لي واصفينها بالاضافة لانها ماكاتحيدش الزغب كامل فتدويزة وحدة عكس ماكينات اخرين..,Mixer,Negative,1
 هاد المنتج لاحضت انه ماكيعصرش الليمونة كاملة فاش كانحيدها كانلقا بلي مازال فيها كاتعصر..,Mixer,Negative,1
هدا المنتج غير فعال 100٪ مكيبقاش خدام لمدة طويلة,Mixer,Negative,1
 منتج مايستاهلش التمن ديالو و ماشي كيف داير و غير مطابق للوصف و مكنصحش الزبناء بيه,Mixer,Negative,1
 جودة المنتج ناقصة بزااف و طريقة تغليف ديالو كانت ناقصة، حاولو تحسنو من الجودة,Mixer,Negative,1
 هاد البرودوي ماشي افيكاص و كيقصح مقارنة مع المنتوجات لاخرا وحتى النتيجة زيرو كيخص تبقا تعاود,hair trimmer,Negative,1
مخداماش مزيان مكتعصرش كاع الليمونة نص كنكملو بيدي، زيد عليها مكتفرقش لعضومة تاهوما كدوزهم مكنصحش بيها خصوصا سيرفيس عندهم زيرو كنعيط باش نشكي مكيجاوبونيش. نصابة حضيو راسكم,Mixer,Negative,1
 أسوأ ألة حلاقة خدمت بيها فحياتي,hair trimmer,Negative,1
 عصارة عيانة و ما تستاهلش حتى درهم!,Mixer,Negative,1
 هاد العصارة صعبة بزاف فالتنظيف و التركيب. كتجي مع بزاف دالقطع و صعيب تجميعها و تنظفها بسرعة,Mixer,Negative,1
 منتج سيئ الجودة مكنصحش بيه كيضيع كتر من النص فالليمونة و كأس العصارة صعب التركيب و كيوحل,Mixer,Negative,1
 الة حلاقة ضعيفة الجودة دغيا كديشرجا خاصك تبقا دير ليها البريز ديال الضو و تجودة الحلاقة علا قد الحال,hair trimmer,Negative,1
 لا علاقة مع تصويرة فالحقيقة صغير و مكيحيد حتا حجة مكنصح حتا واحد يشريه,hair removal machine,Negative,1
 كضيع الوقت حتاش كتعصر ثقيل,Mixer,Negative,1
 المنتج غالي بزاف و فيومين كيبدا ينود الزغب,hair removal machine,Negative,1
  كبير بزاف كيخود مساحة كبيرة ف الكوزينة,Mixer,Negative,1
 الا درتيها فالضو گغما كتعصر مزيان ضروري خاصك ديري بيديك باش يتعصر ليمون مزيان,Mixer,Negative,1
 منتوج لا علاقة,hair removal machine,Negative,1
 الا كنتي مزروبة غادا ضيع ليك الوقت,hair removal machine,Negative,1
 غالية علا والوووووووا,Mixer,Negative,1
 كتخلي ليطاش و ضروري خاص دير  كخيم,hair removal machine,Negative,1
 كينين بزاف ديال منتجات لحسن منو و رخص,hair removal machine,Negative,1
 من أحسن تمشي صالون ولا تشريها دغيا كديشارجة,hair removal machine,Negative,1
التوصيل عندهم داير بحال كونيكسيو فالمغرب بجوج تقال,Mixer,Negative,1
متخلصوش حتا توصلكم و تقلبوها انا وصلاتني مهرسة كتر من سيمانة عاد بدلوها ليا، الخدمة ديالها على قد الحال,Mixer,Negative,1
نصابة حضيو راسكم غير تتخلصوهم مكيبقاوش يجاوبوك,Mixer,Negative,1
معجباتنيش وبغيت نردها ليهم مبغاوش وموراها مبقاوش كيجاوبوني لاحول ولا قوة الا بالله,Mixer,Negative,1
لا علاااقة سلعة ديال الشينوة,hair removal machine,Negative,1
تصدمت فاش وصلاتني صغيرة وكتبقا تبلوكا وخاص تكمل بيديك باش تعصر,Mixer,Negative,1
منتج جد سيئ ماكسمعوش مزيان وجودة الصوت مازويناش ندمت علاش شريتهوم,airpods,Negative,1
هاد ليزيات كانو مزيانين وخدامين فلول مزيان ولكن من بعد سيمانة بدا صوت كيتسمع فيه التخرشيش وهادشي غا محافظة عليهم، صراحة ندمت لي خديتهم غالين علي لي ف علي اكسبريس خداتهم صاحبتي ب 15 درهم و صدقو مزيانين,airpods,Negative,1
هاد المنوج مكنصح حتا وحد يشريه حتاش ذغيا كيديشرجة,airpods,Negative,1
ما كنصحش بهاد المنتج ، تعطلو عليا بزاف فالتوصيل ، و ماشي فحال الوصف,airpods,Negative,1
خايبين صراحة مكنقدرش ندوي بيهم ابيل و الصوت ديالهم مواضحش و صغار بزاف,airpods,Negative,1
كاليتي عيانة كتحس بيهم رهاف طيحة وحدة اتهرسو و مكيشدوش فالودن اذا ساهل اطيحو و اتهرسو,airpods,Negative,1
منتج زوين و كيعصر الليمون بطريقة مزيانة ولكن كيتعطلو بزااف ف ليفريزون و حتى السيرفيس 0,Mixer,Negative,1
عيانين مكيشدوش شارج، وزيد كبار كيضرو فالودن وحتا من الصوت ماشي صافي كومونضيتهم فالابيض وجاوني فالاكحل!!,airpods,Negative,1
هاد المنتج الثمن ديالو كتر من الجودة مانصحش تشريوه,hair removal machine,Negative,1
لكاليتي ديال الصوت عيانة مصافياش المشكلة هي دغيا كيديشارجاو,airpods,Negative,1
هاد المنتج صوت ناقص و كيضر في الادنين,airpods,Negative,1
هاد لكيت مكاي شدوش فالودنين مزيان زائد أنه صوت الخارجي كاغلب على صوت الداخلي,airpods,Negative,1
سماعات دات صوت رديئ الجودة و دغيا كيخسرو,airpods,Negative,1
هاد المنتوج نقدر نقو عليه زوين من ناحية الجودة ولكن لكموند كتعطل بزززززاف باش توصلك خدمة التوصيل عندهم ناقصة بزاف.,airpods,Negative,1
صراحة الصوت فيهم زوين ولكن فيهم واحد المشكل ديال الشاارج لي كل ساعة خاصك تشارجيهم.,airpods,Negative,1
هاد ليزيات كيطيحو من الودن بسهولة و ب التالي كيضيعو ,airpods,Negative,1
هاد الكيت الشارج فيهم مزيان ولكن فالمكالمات ماكايتسمعش الصوت ديالي مزيان و ماكايعزلش الصوت,airpods,Negative,1
تجربة خيبة مع هاد الايربودس صوت فيهم عيان و نااقص و عاد زيد كول مرة كايتقطع الصوت مرة مرة و ماكاتبقاش تكونيكطا بالبلوتوت و زيدك الشارج كايخوا دغيا خاص كول مرة تشارجا مانصح تواحد يشريها,airpods,Negative,1
هادو فلول كانو مزيانين موراها وحدا رجعات كتسمه تخرشيش و لخرا صوت بعيد بزاف مكنصحكمش تشريوهم,airpods,Negative,1
ليزيات عيانين  مكيشدوش شارج بزاف أو صوت مصافيش كتبقا تسمع تخرشيش منصح بيهم تواحد,airpods,Negative,1
شريتهم سيمانة هادي خسرات ليا لودن ليسرية + لمايك كيتخرشش,airpods,Negative,1
وصلوني دغيت ولكن خايبين الصوت ضعيف و دغيا كسالي ليهم شارج منصحكمش بهاد لكيت,airpods,Negative,1
لكاليتي ديال الصوت عيانة مصافياش المشكلة هي دغيا كيديشارجاو,airpods,Negative,1
هاد المنتج صوت ناقص و كيضر في الادنين,airpods,Negative,1
هاد لكيت مكاي شدوش فالودنين مزيان زائد أنه صوت الخارجي كاغلب على صوت الداخلي,airpods,Negative,1
الصوت فيهم زوين ولكن فيهم واحد المشكل ديال الشاارج لي كل ساعة خاصك تشارجيهم.,airpods,Negative,1
هاد الماركة نااااقصة و مكيتشارجاوش دغيا,airpods,Negative,1
هاد العصارة كانت غتسبب فالموت ديالي ، كنت كنعصر حتا نقزت من بلاصتي بالضو حفضني الله من تما لحتها,Mixer,Negative,1
هادي كانت عند جارتي خيبه مكتعصرش مزيان,Mixer,Negative,1
خدمو ليا لمدة ساعة مبقاوش بغاو حتى اتشارجاو  ردو ليا رزقي بغيت فلوسي,airpods,Negative,1
نصابة شريت من عندهم هاد الكيت خدمو ليا يوماين و خسرو، صراحة بحال هدو لي كيخليوك متبقاش تشري من الانترنيت,airpods,Negative,1
ماتيقوش فالصور لي حاطين العصارة صغيرة بزاف خاص دير فيها ربع ليمونة ضيعوني ف 300 درهم الله ياخد فيهم الحق,Mixer,Negative,1
طوندوز تحسن بيها اخلاقك ايما لا عولتي على هادي باش تحسن شعرك بقيتي تما. خاص الدولة دير شي حل باش هاد النصابة ميبقاوش يديو فلوس عباد الله باطل,hair trimmer,Negative,1
بغيت غا شي واحد من مصلحة الزبناء يجاوبني!!! واش هكا كتعاملو مع الكليان ديالكم؟؟ ندمت حتا تعاملت مع هاد النصابة,hair trimmer,Negative,1
جارتي شرات وحدا غا ب 100 درهم من القيسارية وخدامة حسن من هادي لي بعتو ليا. ايلا بغيتو ضيعو فلوسكم شريو من عندهم حتى نتوما,Mixer,Negative,1
عملي وسهل الاستخدام. يدوم شحن طويلا. يزيل الشعر بشكل شبه تام. انصح به,hair removal machine,Positive,0
مكنصحش بيها,hair removal machine,Negative,0
صراحة خدامة مزيانة بزاف كتسخن مزيان دبا دوزت بيها صيف كامل و باقا مزيانة غير هو ديك لاسيغ لي كيعطيو معاها خايبة من الاحسن متستعملوهاش كاع حيت كاتبقا لاسقا فلماكينة,hair removal machine,Negative,0
لاباس بيه,hair removal machine,Positive,0
قاضية الغرض,hair removal machine,Positive,0
مقارنة بالسعر المحرك قوي خامة الصنع قوية يبدو كمنتوج بريميوم لكن بثمن بسيط بعد التجريب جميع الملحقات تعمل بشكل جيد رائع لازالةالشعر من جميع مناطق الجسم لرجال و ليس الوجه فقط متعدد الاستعمال,hair trimmer,Positive,0
ماشي داكشي لي كنت كنتسنا ولكن هانيا,hair trimmer,Negative,0
صراحة طووووب,hair trimmer,Positive,0
عملية وساهلة فلخدمة و الشارج كيشد تقريبا 90 دقيقة,hair trimmer,Positive,0
زوينة أ الاخوان لشي واحد مرة مرة يضرب بيها اللحية و يقاد الحالة أما دوك لي تايبغو يدمرو عليها راه ماتصلحش باينة غير من ثمنها المتواضع بزاف,hair trimmer,Negative,0
عيانة منصحمش بيها اخوتي غا من الثمن يبان العربون,hair trimmer,Negative,0
عمليه . تادي المطلوب,hair trimmer,Positive,0
منتج جيد و الثمن جيد,hair trimmer,Positive,0
إنه جيد,hair trimmer,Positive,0
لابأس به,hair trimmer,Negative,0
جيد جدا,hair trimmer,Positive,0
سهولة الاستعمال مع امكانية تغيير اسنان المشط,hair trimmer,Positive,0
تمكن هذه الآلة من حلاقة الشعر في زمن فيروس كورونا والحجر الصحي المنزلي الجماعي,hair trimmer,Positive,0
فلوقت,hair trimmer,Positive,0
شكرا لقد توصلت بالطلبية,hair trimmer,Positive,0
ناضيا هاد طوندوز,hair trimmer,Positive,0
هدا المنتوج سيء يجب اعطاء معلومات صحيحة على المنتوج,hair trimmer,Negative,0
جودة رديئة,hair trimmer,Negative,0
هي صالحة غير لليمون الشي لاخور لاعلاقة المشكل ديالها ماكتخدم ديريكت بالضوء ضروري تشارجا وباتري واش تيصبر او لا,Mixer,Negative,0
مخداماش مع عصير الافوكا و الحليب و غيرها من العواصر ..عملية غي مع الليمون الحامض الباربا الخ,Mixer,Negative,0
شريتها عينا ورضيتا ليهم,Mixer,Negative,0
غير صالحة تماما خاصك كل مرة الضغط على زر التشغيل باش طلع و تنزل، و متتعصرش مزيان و تتعطل بزاف تعصر باليد تكمل قبل منها.,Mixer,Negative,0
لا أنصح لا أنصح أي أحد على شراء هدا المنتج سيئ لا مقارنة ببعض المنتجات,hair trimmer,Negative,0
مابيهاش صافا,hair trimmer,Negative,0
كل ما تريد حلاقته موجود,hair trimmer,Positive,0
جيد جدا,hair trimmer,Positive,0
ماشي احسن وحدة ولكن مزيانة,hair trimmer,Positive,0
سهل الاستعمال ويتميز بشفرة حادة,hair trimmer,Positive,0
منتج فعال في حلق شعر الرأس و الذقن ايضا,hair trimmer,Positive,0
مشكل فالباتري,hair trimmer,Negative,0
منتوج جيد و سهل الاستعمال,hair trimmer,Positive,0
لا يصلح لشعر الرأس,hair trimmer,Negative,0
الة ممتازة للحلاقة شكرا جوميا,hair trimmer,Positive,0
إستعملتها لفترة لكنها لم تعد تشحن,hair trimmer,Negative,0
طوندوز مزيانة مقارنة بالثمن ديالها,hair trimmer,Positive,0
مازوينش وباراكا من الكدوب,hair trimmer,Negative,0
أكثر مما توقعت، أنصح به رغم التأخير في التوصيل,hair trimmer,Negative,0
جيد، واعجبني,hair trimmer,Positive,0
ناضية كنصح بيها,hair trimmer,Positive,0
مزيانة ولكن لمكانتش عندك اللحية بزاف واعرة,hair trimmer,Positive,0
قاضية حاجة باللحق ماشي طوب,hair trimmer,Negative,0
الدوندوس رائعة . تعمل جيدة,hair trimmer,Positive,0
لقيت فيها آثار ديال الشعر صغير . من غير هادشي خدامة مزيان,hair trimmer,Negative,0
ناقصة شوية,hair trimmer,Negative,0
يفي بالغرض,hair trimmer,Positive,0
صراحه زوين خدام مزيان مندمتش عليه خدام مزايان جاني اول مخدامش عواد رجعو ليا فلوس خديت هذا,hair trimmer,Positive,0
جودة عالية وبأسعار تنافسية في المستوى شكرآ لكم,hair trimmer,Positive,0
مزيان لشعر لي خايب فيه مفيهش زيرو اما عموما را مزيان مقارنة بثمن تاعو,hair trimmer,Positive,0
منتوج لابأس به,hair trimmer,Negative,0
انصح بها زوينة بزاااااف,hair trimmer,Positive,0
الصراحة أنيقة ومليئة بالأكسيسوارات نتمنى تكون الخدمة ديالها أنيقة كذلك,hair trimmer,Positive,0
أنصح بشراء,hair trimmer,Positive,0
مشكل في البطارية من أول يوم منتوج لم يستمر لمدة أسبوع واحد,hair trimmer,Negative,0
حاليا مفيها حتى مشكل، مزيانة، نشوفو مع الوقت واش غاتصبر,hair trimmer,Positive,0
بالنسبة للناس الذين يرغبون في حلق اللحية فهذه الآلة تحلق بمقياس 0.1 ملم ...فهي بالتالي اقرب لموس الحلاقة... المحرك قوي جدا بحيث لا يتعثر في شعر اللحية ولو كان الشعر قويا ...ربما عيبها الوحيد ان قطعة المعدن ترتفع حرارتها سريعا .. على العموم انصح بها فهي افضل بكثير من الالات المتوفرة في الاسواق بثمن بخس..,hair trimmer,Positive,0
آلة حلاقة ذات جودة عالية,hair trimmer,Positive,0
عصارة من حجم كبير وجودة رائعة,Mixer,Positive,0
مزيانة (ديال البلاستيك),Mixer,Positive,0
زوينة عملية مي كانت غادي تكون حسن كو كانت بالزجاج,Mixer,Positive,0
صغيرة و تفي بالغرض,Mixer,Positive,0
زوينة و خفيفة وخا تتهز غير كمية قليلة,Mixer,Positive,0
خفيفة و عملية وخا صغيرة,Mixer,Positive,0
واعرة خدامة ياسلام مفيهاش صداع غي هيا ادا كانت 1لتر كانت غتكون احسن,Mixer,Positive,0
منتج جيد لكن حجمه صغير,Mixer,Positive,0
وخا صغيرة مزيانة,Mixer,Positive,0
ناضية انصح بها تديها معاك فينما بغيتي,Mixer,Positive,0
لم يشتغل منتج أظن أن هناك عطل به,Mixer,Negative,0
لا تعمل للأسف كنت انتظرها بفارغ الصبر لكن بمجرد أن جربت عليها عصير الموز لم يرد أن يعمل او يعمل فقط لثواني ويتوقف قمت بشحنه طوال الوقت لكن نفس المشكلة واجهتها,Mixer,Negative,0
صغيرة جدا ليست كصورة,Mixer,Negative,0
صغيرة الحجم وقوة الدوران ضعيفة نوعا ما,Mixer,Negative,0
صغيرة وتقضي الغرض بالنسبة لشخص واحد,Mixer,Positive,0
ما بيهاش والحجم صغير على الصورة,Mixer,Negative,0
لم أجربه بعض تبدو جيدة,Mixer,Positive,0
جميل اوصي بهادا البائع,Mixer,Positive,0
وصل بعد اسبوعين رائع يعمل بشكل جيد و شكله لطيف أوصي به بشدة .,Mixer,Positive,0
منتوج جيد تسليم سريع,Mixer,Positive,0
محرك لا يعمل جيدا,Mixer,Negative,0
صغيرة وكديشارجا دغيا,Mixer,Negative,0
هي جيدة الصنع. الا حضي انا جاءت عاطلة,Mixer,Negative,0
إنه ليس عملي كما يوجد بالفديو,Mixer,Negative,0
جيد صدمت بالحجم فقط ولكنها عملية,Mixer,Positive,0
انها لا تعمل بشكل جيد ضعيفة في خلط الفاكهة تتوقف كل 6 تواني لم تعجبني,Mixer,Negative,0
زوينة مقارنة مع ثمن ديالها,Mixer,Positive,0
لاعلاقة,Mixer,Negative,0
منتوج لا يعمل ,Mixer,Positive,0
ما بيهاش تديباني بيها شي فواكه بحال لبنان شي فواكه ميكونش قاصحن,Mixer,Positive,0
لا يمكنها طحن أي شيء ضعيفة جدا منتوج تقويمه أقل من الصفر,Mixer,Negative,0
لم اتوصل بيه انا غاضب جدا,hair removal machine,Negative,0
كتحيد مزيان نشوفو واش تصبر بزاف,hair removal machine,Positive,0
المنتج وصل معطل ب 3 ايام، مزال مجربتو، كنصح بيه,hair removal machine,Negative,0
غير صالحة للاستعمال,hair removal machine,Negative,0
بعد استخدام اسبوع فهية جيدة,hair removal machine,Positive,0
منتج صغير جدا,hair removal machine,Negative,0
لديها صوت مزعج وليست جيدة,hair removal machine,Negative,0
كتقصح،صعيب تحيد شعر,hair removal machine,Negative,0
قريب جدا للوصف في الصورة,hair removal machine,Positive,0
جميل يزيل الشعر,hair removal machine,Positive,0
تعمل بشكل جيد. لكن لا تظهر ضوء لاكتمال الشحن.,hair removal machine,Negative,0
مقبول بالنسبة لسعره. (تنبيه: هذه آلة دورها قطع الشعر مثل شفرة الحلاقة وليس النتف من الجذر),hair removal machine,Positive,0
خدامة مزيااان,hair removal machine,Positive,0
لم يتم تجربتها بعد,hair removal machine,Negative,0
مثل صورة شكرا توصيل مجاني الى المغرب شكرا للبائع,hair removal machine,Positive,0
زوينة صغيرة و خفيفة و خدامة مزيان جات ف اومبالاج مقادا كولشي فيها وكتشارجا,hair removal machine,Positive,0
حبيتها زوينة مطابقة للوصف,hair removal machine,Positive,0
تشتغل بشكل جيد لكنها صغيرة لم تجرب بعد,hair removal machine,Negative,0
منتوج جميل وتوصيل سريع,hair removal machine,Positive,0
أعجبتني,hair removal machine,Positive,0
جيد ويعمل جدا,hair removal machine,Positive,0
لا بأس به,hair removal machine,Positive,0
لم اجربها بعد لكنها تبدو بجودة جيد,hair removal machine,Positive,0
منتوج م اومبالي مزيان و طاي ديالو صغيرة تقدري ديريه فصاك مكاياخدش مساحة بزاف، مزال مجربتوش,hair removal machine,Positive,0
واعر جربتو و خدم مزيان شكرا للبائع,hair removal machine,Positive,0
زوينة كومونضيتها لصاحبتي و فاش وصلات عجباتني و عاودت كومونضيتها ليا,hair removal machine,Positive,0
جاتني مكتحيد والو الوسطانية و منعرف,hair removal machine,Negative,0
جميلة لم اجربه بعد صغيرة قليلا لكن جيدة على العموم انصح بيها,hair removal machine,Positive,0
صغير و كيوت,hair removal machine,Positive,0
منتوج لا بأس به ... يحتاج لبطاريتين فقط,hair removal machine,Positive,0
توصيل سريع ومجاني شكرا للبائع وعلي اكسبريس,hair removal machine,Positive,0
منتوج جيد يعمل بالبطارية وتوصيل سريع,hair removal machine,Positive,0
جودة رديئة جداالمنتج جيد ووصلتي قبل الوقت المحدد شكرا علي اكسبريس,hair removal machine,Negative,0
لم اجربها لكن يبدو البلاستيك جودة عادية.,hair removal machine,Negative,0
توصيل سريع شكراا,hair removal machine,Positive,0
مزيانة الخوت فابور مع سبيداف,hair trimmer,Positive,0
وصل قبل الموعد شكرا للبائع,hair trimmer,Positive,0
واعرة,hair trimmer,Positive,0
منتج رائع شكراً لك,hair trimmer,Positive,0
عجبتني,hair trimmer,Positive,0
وصلو قبل الوقت والمنتجات كلها تعمل بشكل جيد شكرا,hair trimmer,Positive,0
جيدة مقارنة بالسعر ووصلت جيدة وبسرعة,hair trimmer,Positive,0
جيدة وصلت قبل الموعد و سليمة,hair trimmer,Positive,0
وصلات للمغرب ف 15 يوم بالضبط الرباط منتوج زوين bravo jac staner الفايسبوك ديالي,hair trimmer,Positive,0
مزيانة الخوت وخفيفة وصغيرة قاضية الغرض بالمزيان وغتنفع ناس لي كيسافرو ولا لي كيتريبيو الرحلات,hair trimmer,Positive,0
جميل جداا,hair trimmer,Positive,0
وصل في حالة ممتازة قبل موعد محدد,hair trimmer,Positive,0
منتوج مطابق للوصف وسرعة في الوصول في حالة جيدة لم اجربها بعد,hair trimmer,Positive,0
زوينة خودو ديال 40dh حسن فيها سنسن كبار ولكن نتمنى تحلو المشكل شركة شحن سيبداف تقيلة وصلني ف 20 يوم عكس البوسطة وصلني 12 يوم,hair trimmer,Positive,0
منتوج جميل,hair trimmer,Positive,0
ليست جيدة بما فيه الكفاية,hair trimmer,Negative,0
تنذوز ناقص و كاملوا بلاستيك، مهم مكستحقش ناخدوا واخا رخيص,hair trimmer,Negative,0
منتج دون المستوى كنت أظن اني اني فزت بآلة حلاقة لكن عندنا استلمتها وجدت غبر دلم بل مجرد لعبة اما التوصيل فشكرا على الخدمة,hair trimmer,Negative,0
لا باس بها تقدي بالغرد,hair trimmer,Positive,0
تغليف غير جيد,hair trimmer,Negative,0
جودة جيدة انصح بهذا البائع,hair trimmer,Positive,0
مكينة حلاقة ذات جودة رديئة ومصنوعة من البلاستيك,hair trimmer,Negative,0
من البلاستك,hair trimmer,Negative,0
منتجع مزيان حساب فلوسو متوقعش شي حاجة مزيانة,hair trimmer,Positive,0
جيدة والتوصيل جيد,hair trimmer,Positive,0
حجم صغير على المتوقع,hair trimmer,Negative,0
دراري تساع مشريوهاش عيانة خديت 3 وزرفت فيهم ماشي مشكل عطيوها,hair trimmer,Negative,0
لا يعمل,hair trimmer,Negative,0
غير فعال,hair trimmer,Negative,0
ليس بالجودة المتوقعة,hair trimmer,Negative,0
صغير الحجم,hair trimmer,Negative,0
يسبب جروح و الام على مستوى الابط ، غير فعال بالنسبة للابط,hair trimmer,Negative,0
آلة حلاقة مقبولة مقارنة بالثمن,hair trimmer,Positive,0
في التجربة لكن ليس كما توقعت,hair trimmer,Negative,0
الآلة صغيرة ليست كما في الصورة,hair trimmer,Negative,0
لم يصلني كما هو ليس به شاحن ومكسور,hair trimmer,Negative,0
متوسط مقارنة مع الثمن,hair trimmer,Negative,0
الصورة توضح مدى جودة الآلة في الحلق توصلت بها مكسورة,hair trimmer,Negative,0
جيد مقابل الثمن شكرا,hair trimmer,Positive,0
لا بأس مقبول لكنه ضعيف في ازالة لحي,hair trimmer,Negative,0
مزيانة مقارنة مع الثمن,hair trimmer,Positive,0
المعاملة والمنتجات رائعة,hair trimmer,Positive,0
توصلت به رائع,hair trimmer,Positive,0
رائع جودة عالية,hair trimmer,Positive,0
منتوج لابأس به للاستعمال العادي,hair trimmer,Negative,0
لم تجرب بعد لكنها تبدو جيدة و صغيرة على ما يبدو في الصورة,hair trimmer,Negative,0
لم استعملها بعد يبدو جيد,hair trimmer,Positive,0
كما هي موضحة تعمل بفاعلية ممتازة,hair trimmer,Positive,0
منتوج دو جودة رديئة,hair trimmer,Negative,0
جودة المنتج رديئه جدا ليس مثل الصوره,hair trimmer,Negative,0
ماشي هية لي فصورة حيت غي بلاستيك,hair trimmer,Negative,0
منتوج لا اوصي به,hair trimmer,Negative,0
منتوج لا يعمل رغم الشحن الكهربائي,hair trimmer,Negative,0
حقا هذه المنتوجات متل العبة لا أنصصح اي شخص بشرائها لانها لا تشتغل بكفائة فقط لعبة قمت بإسترداد اموالي بعد تجربتها لا أنصح البائع في بيع مثل هذه الأشياء في AliExpress فمثل هذه الأشياء تعيق تقدم الشركة,hair trimmer,Negative,0
المشطة المرافقة لآلة الحلاقة حجمها أكبر من الآلة الحلاقة,hair trimmer,Negative,0
لا تعمل قمت بشحنها لكن لم تشتغل,hair trimmer,Negative,0
ليست جيدة انها خفيفة,hair trimmer,Negative,0
منتوج مطابق للصورة، وكما طلبته، شكراً للبائع,hair trimmer,Positive,0
على العموم اشكر البائع على مجهوداته ولكن هذا المنتج سيء لان لیس به مصباح يظهر متى تم شحن المنتج او اذا انخفض الشحن لا يوجد به اي علامه تظهر ذلك,hair trimmer,Negative,0
المنتج وصل في حالة جيدة شكرا,hair trimmer,Positive,0
صغير وجميل و جد عملي,hair trimmer,Positive,0
جيد نسبيا,hair trimmer,Positive,0
ثمن مناسب لكن الشفرات لا تعمل جيدا,hair trimmer,Negative,0
كل شئ على احسن ما يرام,hair trimmer,Positive,0
وصول سريع ومنتوج جيدا,hair trimmer,Positive,0
منتج جيد ومفيد لقد تمت تجربته للتو وفوجئت لجودته كل الشكر والتقدير للبائع المعتمد,hair trimmer,Positive,0
واعرة بزاف كتر من داكشي لي توقعت والله,hair trimmer,Positive,0
زييييرو ناضيي والله,hair trimmer,Positive,0
لباس مقارنة مع السعر,hair trimmer,Positive,0
زوينة تماما كالصورة,hair trimmer,Positive,0
مزال ماجربتاش ولاكن مزيانة خدامة,hair trimmer,Positive,0
رائع جدا جدا و شكرا ليك,hair trimmer,Positive,0
مزيانة للشعر الخفيف,hair trimmer,Positive,0
شكراً لليقرور. الطلبية وصلت في وقت مبكر لم اجربها بعد لانها اتت بدون بطارية,hair trimmer,Positive,0
منتوج رائع يعمل جيدا و قد وصل مجانا بدون جمارك وتوصيل,hair trimmer,Positive,0
وصل في أفضل حال، لم يجرب بعد لكن على أي حال جيد,hair trimmer,Positive,0
خامات المنتج ليست جيدة تم زيادة ضريبة بدون اي سبب لا انصح بهذا البائع غير صادق في وصف المنتوج,hair trimmer,Negative,0
لم ترسل لي زيت المكينة,hair trimmer,Negative,0
السلام عليكم لقد وصلت في حالة جيدة التغليف كان ممتاز شكراً للبائع لم أجربها بعد,hair trimmer,Positive,0
مزيانة وخا صغيرة شويا,hair trimmer,Positive,0
مكينة حلاقة ممتازة وتوصيل سريع,hair trimmer,Positive,0
انها جيدة ... بالنسبة لدراري لي غادي يشريوها راه صغيرة فالحجم مكبيراش,hair trimmer,Positive,0
المنتج جميل التوصيل في الوقت,hair trimmer,Positive,0
بعد التجربة عيانة شوية وكتحس بيها فاشلة حتى جودة التصنيع نقص بزاف,hair trimmer,Negative,0
تغليف سيئ قيد التجربة,hair trimmer,Negative,0
