commentaire,sentiment
حتى انا كنقرا ف سانكيام او ماما كان وقع واحد نقاش كبير مابين ماما او بابا تخاصمو 6 اشهر او هما مفارقين صافي ولات دنيا كحلة فعيني كنت باغة غير نموت مبقيت كنحمل حتى واحد مكنبغي حتى واحد يجي عندنا  كنت دخلت فكتأب حااااااد او بصح هاديك لقادية ديال فاش كيعنقك شي حد باش تطمأني الله يسمح ليا من ماما مسكينة تعدبات معاية كنت كنمشي لمدرسة حتى كيعيطو  ليها كيقولو ليها أجي دي بنتك حيتاش كنت كنبقا نبكي غير بوحدي او تعدبات معاية فصبيطارات او كتفيق معاية بليل او نبقة نبكي نبكي او هي مسكينة كتعنقني او تبكي معاية او لي خايبة هي ان بابا مكانش معانة او هادة هو سبب لي خلاني ندخول فكتأب او هادشي غير شوية من بزاااف احمد الله على كل حال,triste
سبحان الله بحال كتهدري على حياتي والله تعجبت بالديطاي كولشي عشتو  بداني فاش كانت عندي 19 ولكن للأسف أنا لحد الأن مريضة مقدرتش نخرج من عالم الأمراض النفسية حياتي ضاعت عمري 30 عام ومدرت والو فحياتي من غير أني عايشة فبيتي بوحدي كنخرج منو غير ناكل ونرجع ليه مشحاااااال هادي مخرجت برا سنيييييين  متصوريش مشحال توحشت نعيش فدنيا بحال ملي كنت صغيرة مي الحمد لله مكتاب الله,triste
هاد شي لي كتعودي هو لي فيا دبا كنحس فحال لكتهصري عليا دبا عام او هو فيا باقي نفس لمشكيل مخليت فين مشيت رقات كاملين مشيت عندهم 😢😢😢😢,triste
وشنو هوا عالجوا اختي داب انا فيه😢,triste
اخيب حاجة هي الوسواس ديال الموت و الامراض عام دابا و انا باقي فيا 💔,triste
الله ياختي بكيتينا,triste
"حتى انا فاش كنت صغيرة وجاتني حتى انا على لموت كنت تفرجت فڤيديو ديال الموت وليت كنسمع عليها بزااف وليت كل ليلة كنبكي وكنت كنعس قبل من دار كاملة غير باش يونسوني ونعس حيت مكنت ݣلتها لتا شي شيحد وتاني الى مدانيش نعاس قبل مينعسو هوما كنت كنمشي عند ختي وكنݣول ليها شدي بيديا حتى نعس وكانت ملي كتسولني كنت كنكول ليها والو غير خايفة وصافيحيت مكنت عارفة حتى شناهو الاكتئاب وحتى الى كنت بغيت نكولها ليهم مكنتش غادي نعرف نوصف الحالة ديالي ولكن ملي كبرت عرفت لحالة لي كنت فيها وباقا كنعقل كان جا لعيد وليلة تاع لعيد مدانييش نعاس حيت بت ليل كلو وانا كنبكي وكنݣول ناري أنا غادي نصبح ميتا وجيران غادي يصبحو معيدين وعائلتي غادي يصبحو على جنازة عرفتي وكنبكي ربي لي خلقني 
ولكن من بعد وليت كنصلي وكندعي ربي
واحمد لله دبا تشافيت وبلا حتى واحد حيت كيف ما ݣلت ليك مكنت قادرة نݣولها حتى لصحاباتي ولدابا مفراس حتى جواحد أقسم بالله 🙂ولكن مزال شي بعض المرات قبل مانعس كنتفكر أش داز عليا وكنتفكر بلي كنت بوحدي وكنبدا نبكي ""والحمد لله على كل حال""",triste
او انا علاش بكيت واش يمكن حيت نفس داكشي لي طاري ليا🥺,triste
Nafs chi li kan7s bih daba kolchi b7al b7al lah yfrjha 💔,triste
ختي خولة أنا دبا عندي 15 سنة و فاش سمعت هاد لقصة ديالك  بكيت معاك و حتى أنا دبا مشي فيا كتيئاب ولاكن أنا داب منعازلة بزاااف و من بعد ما كنت إجتماعية وليت منطوية عن العالم,triste
حتا أنا فايت جاني او كيرجع او دابا نيت او دوزت الوسواس ايقتلني حتا انا كانوا هاد الافكار كيقتلوني الموت جهنم عذاب القبر او او غيموتوا والديا او عاود خايفة حتا ليموت سيد لي معاه حيت مريض الله ايشافي جميع المرضى ياربي🤲او ياربي ايرحم جميع الاموات🤲ياربي لهلا ايخطي علينا والدينا🤲أنا ديما تنطلب الله ايكون نهاري قبل نهار والديا🤲,triste
3rftou Wlh m3rft 3lach bkiit mn 9lbi ma7ssit fbrassi 7ta l9it dmou3 ki7btouli fkratni fjdati lah ir7ma kant 3ndi 3ziza bzaaf😔,triste
حاس  بيكوم  😨😨😨😨😩😩😩,triste
انا كنعيش دابا هاد الحالة كنحس بي مشكل ديالي معندوش حل عندي وسواس بزاف سيطر ليا على حياتي مبقتش كنمارس حياتي بشكل طبيعي عيت انا توجهت الله سبحانه وتعالى يوقف معايا ويكون في جنبي ويقويني طبيب فال ليا عندك الاكتئاب حاد دابا كنشوف حل وحيد لي عندي هوا نموت باش نرتاح في نفس الوقت كنقول انا تعدبت في دنيا ونزيد نتعدب حتا في الاخرة هاد شي لي منعني من الانتحار اي واحد شاف هاد كنطلب منو دعي معايا ربي شافني من هاد الافكار وربي يسترها معايا يارب,triste
والله اختي نتي راكي تعاودي او دموعي يهودو بلا منحس او ماكانش يحسابلي بلي الاكتئاب صعيب حتى الهاد درجة او الله يشافي اي واحد مريض بالاكتئاب,triste
هاد الاحساس جربتو فالسابعة حسيت براسي بحال الا قربت نموت وبقيت كنبكي,triste
"ناااري ميمكنش كنسمع وشداتني البكية
نفس نفس نفس القصة لحضة بلحضة",triste
ناري هدشب وقع ليا بسباب كورونا وشحال من واحد مات داب اوقلبي دارني💔💔,triste
انا معلبليش لا عندي اكتأب ولا لا بصح نحس بلخوف نخسر عبد عزيز عليا و راني في واحد الفترة وليت منكلش و نحب نقعد غير واحدي و منسمعش الهدرة تع دار و كرهت نخرج تع خايفة من شوفة ناس و نخاف نخرج و نندم نولي لفراشي و نقعد و منرقدش بزاف حتا زاد عليا لحال و ليت منتحركش و منقدرش نهدر و نصفار و نزراق و رقبتي مشبوحة و منقدرش نتنفس و راسي يوجع و معا المغنزيوم و فيتامين B 12 w 1 w 6  وليت شوية وليت منحوش على عبد يهتم بيا نحوس على عبد يقولي واش بيا💔💔💔,triste
سلام عليكم أن هدى في الاكتياب الله 😢😢😢😭😭😭😭😭😭😭😭😭😭😭😭,triste
Ana 3ad jani had l3am knbky dima blil yawmyn 7as biya khir rassi 💔💔💔💔,triste
عندنا انا وياك نفس القصة انا السبب هو أن ولد جارنا كان مات و ملي كنت سمعت انه مات و هو كان بيني و بينو عام صافي و بقيت كانقول العام جاي غادي نولي قدو غادي نموت و ملي قالو ليا نمشي عند طبيب ماتقبلتهااش قلت زعما عتابروني حمقة و الاحدات لي طراو ليك كلهم بحالي ....❤,triste
"narii bim3na 7ta ana mrida chadni mli mat salah dine elghomary

😭☹☹😭😭😭😭😭😭",triste
والله حتى حاسة بيك حيت عندي نفس المشكل 🤦‍♀️💔💔,triste
أخيب احساس ممكن تعيشيه ميحس بيك غير لي مجربو😢😢😢,triste
أقود حاجة   خرجات ليا  على حياتي  كاملة  ضيعت  كلشي  فحياتي ، قرايتي  خدمتي  عائلتي  بابا مات بسبابي  ...........,triste
والله حتا كايوقاعلي فحالي وقاعلك 😪,triste
نفس القصة سبحان الله والله حتى صعيب الاكتئاب 😭💔,triste
3ndi NFS la3rad dialk walakin lasaf😞,triste
nti kthdri w ana kntfkr rassi bhalila kthdri 3liya s3iiba bzef hd lhala tkhyli ldarajat kant ktbn liya dik li kyhzo fiha lmota wkngol sf hdi 3alama dyl lmout rh 9rbt knt knkrh nsm3 chi hed mat hdana f lhey kngol sf lmout ba9a hdana wghdi tji 3ndi ms hmd lilaah 3la koli hal lh yvhafi ga3 nass yarbi 💕,triste
كانت وقعات ليا والله 😭😭😭😭😭ميحس بيك غا لي مجرب والله 💔,triste
تا أنا طرى لي فحالك غا العكس أنا مات ليا ولد عني لي كان فحال خويا أو ولا عندي الخوف من الموت ونعاس مبقاش كيجيني نعاس مي أنا ممشيتش طبيب دبا مزال شوية باقي فيا هد شي وبصح الصلاة مقراءة القرآن وذكر هما لي كيخففو عليا بزاف وبا ربي تشافيني وشافي أي مريض,triste
انا توأم ديالك فهاد قصة نفس القصة مع نفس الشخصية غير بارح طليت على تصاورها وبكيت  وتصدمت وكنت شفت فيديو فليل وبكيت واحد بكا خيالي  هستيري الله يرحمها و ضرني قلبي بزاف واكتئبت,triste
nfess lhaja w9e3at lsahbti mat liha babaha ojahatha sdma katkhn9 o makat9dch thdr lh laaan,triste
Hasa bik bzaf mni mat khouya bhalak tamaman ana kant kantkhayal chi wahd na3as hdaya ou mchit ta ana dart rou9ya ou kant kat9ra 3liya lmra ou kan3as ta ana ou fach katjini ana kantakhla3 ou kanbghi tahad yb9a m3aya kant kanbghi mama tb9a hdaya kant kangoul tahiya gha tmout bhal khouya ou bghit mn 2018 Tal 2020 ou ana kanchrab gha f dwayat bach n3as db wlit chwiya tn9ast 3la lawal db hmdlh wlit kanhdar m3a bnadam ou kankhraj ama douk liyamat kant kanbghi nb9a rasi,triste
😭💖💖💖💖💖,triste
انا راني بكيت عليك  والله الحمد الله 😫💖,triste
ربي يشافيك حنونة راني حاسة بيك جوزت على نفس المراحل الاكتاب صعييييييب بزاف راني معا الوالد ربي يشافينا,triste
انا ا اختي مات. صضيق او اخي بساب al ktiabمات مشنوق من بعد حتا انا شدني iktiabعام او انا كان نعاني او الدابا كان نعاني حيت مات ليا واحد شخص لي بصح توحشتو بززززززززززاف البنات دعيو معيا معرفتش شنو غان ندير الخدمة دار ما بقيتش بيخير ولله مشيت الطبيب او عطني دوايات مليت و عيت 💔😢💔💔💔,triste
سلام ختي خولة عفاك انا بنت عندي 23 سنة ومزوجة وعندي جوج بنات عندي إكتىاب وبغيت نسولك حيت نتي ضريفة واش دوا لي عطاك طبيب ماشي إدمان انا عطاتني طبيبة وخفت نشربو كناخد غير الماغنسيوم أو دوا سميتو solian وغير 50mg كنتمنى تجاوبيني,triste
هادشي لي تتعودي هو لي طرا ليا كولو وحتى واحد متيفهمك 💔💔 انا مكنتش تنقدر نخرج تنخاف لنموت فزنقة,triste
💔💔💔,triste
5ti ana db fhal likan3icho 3mti 14 ans mab9itch kanhml hta wahd wlh wzaydha jrbt Lhob wlkn rir 3yit rasi wsafu 3afakom chno ndir ana db wlit knfkr fhwayj 5ayba bzaf 😭😭😭💔,triste
يا ادي راني نفوت فيها درك كتعبت مقدرتش نفوتها 🥺🥺🥺🥺,triste
😢😢😢😢😢😭😭,triste
الله يرحمو مسكين 😢,triste
الله يرحمه  ويغفر له ويسكنه فسيح جناته ويصبر اهلو والديه آمين يارب العالمين إنا لله وإنا إليه راجعون اللهم اغفر له وارحمه يارب,triste
شكون لي توفى واش الإبن؟,triste‏سلام عليكم أنا لله وأنا إليه راجعون الله يرحمه ويجعل مثواه الجنة ‏سي بسطاوي,triste
ياله توافت مي الله يرحمها ويغفر لها بي شهر ؤتوفا مسكين سي محمد بسطاوي جبد وحد جرح كبير الله يرحمهوم يارب ؤدغيا دازت وقت,triste
الله يرحمه. البقاء لله,triste
Lah ira7mo ya rabi inx Alah 💔😔,triste
الله يرحموا ويوسعها عليه طيب نحبه حب دون مقابل حب في الله الله يرحموا رحمة جميلة 😢😢😢😢,triste
سميتها سعاد ماشي نجاة,triste
😭😭😭😭😭😭😭 واش عرفتو اش نو خسرنا راه خسرنا روح الي معايا اتأبونا فالقناة,triste
Lah ira7mo kantar7m 3lih kol mara kancho hit kan 3ziz 3liya bzaaaaaàaaf😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭 da3na fih maskin,triste
الله يرحمو مسكين,triste
كان الممتل المحترف 😭😭😭😭😭,triste
الله يرحمو مسكين,triste
😢😢😢,triste
البراكى فراصك الوليدى الله يعدم 3لأجر ويبدل محبى بي صبار💔💔💔,triste
yarbi trahmo a3aze momatile 3ndi,triste
وصافي اللي مات الله يرحمو واش غيخلد قالت ليك طار علي اسلوب  كلش كيموت شكون غيخلد في الدنيا,triste
الله يرحمه,triste
الله يرحمه  2019,triste
😢😢😢😢😢😢 Allah ij3lo mn abwb jana 2019,triste
😭😭😭😭,triste
الله يجعل قبره روضة من رياض الجنة .اللهم افسح له في قبره مد بصره وابدله دارا خيرا من داره واهلا خيرا من أهله وارزقه الفسحة والسرور والبهجة والحبور.,triste
أقسم بالله حتى تصدمت مني عرفت محمد البسطاوي مات ممتل حنون كنبغيو بزاف باقي حتى الآن,triste
سعاد النجار الله يرحمه ويغفر لنا و له,triste
الله يرحمه ويسكنه فسيح جناته,triste
😢😢😭😭الله يرحم إن لله وإن لهم راجعون 😢😭😭,triste
il était un vrai homme rabi yarahmou nhabou bezef khsara kbira on vous embrasse depuis l'Algérie adieu.,triste
Lah yssabrak w lah yrahmou w wassi 3lih 9ôulou amîiiiin .. Sara kan ahssan momatil kan afdal l noujoum lãh yrahmoū,triste
alah yrahmou lbaraka f ryouskoum ahssam moumatil chafnae f hyatna akhlakou hassana alah yrahmou,triste
كان ابي ورحمة الله عليه اخي صديق    ماعمرني  نساه  خطوات كلام صارمتو  اللهم اغفر له,triste
"كلمات أغنية يا الجرح برا
للراحل محمد الحياني
1943-1996
نظم الفقيد علي الحداني
1936-2007
ياك الجرح برا وقلت لاباس القلب انساه
وجاي تفكرني وترغب نتصالح معاك
لاترغبنيش قلبي ما يبغيش
ومعاه الحق ذاق وجرب حر هواك
واللي تنساه اليوم خاف منو
غدا ينساك

*/*/*

ما نثيق بكذوبك اللي اشحال 
من مرة كذبات علي
ما نثيق بكلامك اللي حلاوتو 
كانت تلعب بيا
دارت ليام على اللي خان 
واغدر ودي
شوف النية جابتك عندي
واللي كان غالب ولا مغلوب
وجات نوبتو يترجى ويذوب
.
ولا ترغبنيش قلبي ما يبغيش
ومعاه الحق ذاق وجرب حر هواك
واللي تنساه اليوم خاف منو 
غدا ينساك

*/*/*

قلبي اللي زمان فنار اشواقو
عاش منسي
حتى ذاب خلاص ما بقاش 
حبك فعماقو
خانو الحظ وندم وتاب
شحال من مرة 
خلّيتي الورد فيدي يذبال
شحال من مرة
بدلتي أملي بالمحال
لاتفكرني فلّي فات
نار الشوق من زمان طفات
.
ولا ترغبنيش قلبي ما يبغيش
ومعاه الحق ذاق وجرب حر هواك
واللي تنساه اليوم خاف منو 
غدا ينساك",triste
ابدأ واش جرح فقدان الوالدين واش يبرا سأل المجرب😢,triste
أمي الله يرحمك😭😭😭,triste
"الله يرحمك يا أمي و أبي الغاليين على قلبي ويجعلكما من أهل الجنة في الفردوس الأعلى آميين يارب العالمين.
في حياتي مانساهم تحطمت بزاف على فراقهم 😢😢😢😢❤❤❤❤",triste
فقدان الاب صعب لا يعرفه الا من فقده رحمك يا أبي الغالي,triste
متبقاوش تفكروا اهلكم الميتين بلأغاني جزاكم الله خيرا الله يرحمهم,triste
لاحول ولاقوة الا بالله العلي العظيم ،منذ وفاة امي وانا ميتة بداخلي بركان يغلي من شدة لفراق والم وحزن وانكسار أسأل الله تعالى أن يرزقني الصبر على فقدانها.,triste
بكل الم وحزن هاذه الاغنية الراءعة تذكرني باغلى الخبايب والداي الله يرحمهم ويحسن اليهم منذ وفاتهم لم اذق طعم السعادة,triste
😢,triste
والله ماكيبرى جرح الوالدين 😢😢😢كيبقى العمر كامل,triste
😢😢💔💔,triste
فقدان الوالدين وأولاد عمرهم يتنساو 😢😢😢,triste
اغنية جميلة كلمات وصوت على غرار ايقاع و مغنيين الزمن الجميل دائما مميز في آختياراتك ❤❤❤ موفق إنشاء الله,triste
عمر جرح با حبيبي ميبرا الله يرحمك ابا ويرحم جميع موتى المسلمين 😢,triste
لو كنت تفهم كلمات آلاغنية لما قلت ينعي اباه,triste
أصعب جرح في دنيا فقدان للوالدين,triste
اذا مات ابن ادم انقطع عمله الا من ثلاث، علم ينتفع به  اوصدقة جارية او ولد صالح يدعو له ،والبسطاوي رحمه الله خلف ابناء نعم التربية ونعم الاخلاق,triste
نهار مات بأه شحال بكيت حتا عينا وآلات فيهم بحال رملة لله يرحمو ويرحمنا,triste
الله يرحم أبي وأمي وأختي ويرحم جميع الأجداد ويرحم جميع  أموات المسلمين والمسلمات,triste
وليداتو فنانة ربي يرحمه في الجنة النعيم انشاء الله أسامة موسيقي,triste
سيدي محمد الحياني 😢,triste
تفكرت الوالد وادفرت الدموع,triste
😢😢❤,triste
ألم الفقد لا يشفى ولكننا تتعايش مع ألمه... فقدت والدي الله يرحمه منذ 2014 و لا زلت أتألم لفراقه.. الاب هو السند هو الدعم... ترك بيننا فراغا لا يملأ أبدا,triste
الله يرحمه ويغفر له,triste
"🔴 ""ياك الجرح برا"" 
إنها الأغنية الراقية في الزمن الجميل
كلمات : علي الحداني 
ألحان : حسن القدميري
 وكان أول لحن للأستاذ القدميري للمرحوم محمد الحياني . 1968
غناء :  الفنان الوسيم المحترم المرحوم محمد الحياني",triste
"اللهم ارحمه واغفر له واجعل قبره روضة من رياض الجنة.
تبارك عليك اداء رائع.❤",triste
عندكم الحق فقدان الأم لايوازيه اي جرح الله يرحم ميمتي وجميع الميمات,triste
لي ولد مامات سبحان الله فوطوكوبي عليه وعاد عندو صوت واعر وخا هكاك متلاحش الأغاني مكيغنيهش مخلي راسو غير في الثمثيل فنان شامل ❤❤❤,triste
😢😢😢❤❤,triste
"أسكن الله ذو العزة والمهابة ، فقيدنا الفنان السيد محمد البسطاوي ، رحاب جناته العدنية ، تجري من تحتها الأنهار ، خالداً فيها أبداً ، وسائر فنانينا المقتدرين المتوفين ، وأمة الإسلام قاطبةً !
مبدع ابن مبدع ! مسار موفق!",triste
كن شفتو فقدانهم بزوج الاب والام صعيب بزاف ميحس بيه غير لي مجربوا بحالي الله يرحمهم,triste
موت الأب يكسر أي فتاة طول عمرها لأنه بيكون السند ليها😢😢,triste
حرج فقدان الوالد عمر يبرأ 😢😢😢😢 متحس بيك غي لي فقده,triste
حرقة وجرح الوالدين وفراقهم ما عمر ميبرا😢😢,triste
"حتى انا امي ماتت 2007,معمري مانسيتها الله يرحمها.",triste
فراق الأب صعب عندما فقدته فقدت الأمن والسناد 💔💔ربنا يرحمهم جميعا يارب,triste
صوت حساس وشجي ما شاء الله خسارة مكملش فالغناء فنان متكامل وموهوب,triste
جرح وفاة أمي لايبرى ولايشفى,triste
خسارة هاد الموهبة والإحساس الجميل لم يستمر في الغناء. رايع بأدائه سواءا في الغناء أو التمثيل,triste
فقدان ابي خلف فيا واحد العقدة لم اعد اشعر بطعم الحياة توحشتو بزاف,triste
اغنية من الأغاني اللتي كانت تعشقها المرحومة حبيبتي بعد عشرة 30 سنة عن وفاتها رحمها الله، ولازلت اعيش الحزن والمٱسي من بعد رحيلها، ومنذ أن فقدتها وانا حزين ولم افكر يوما في ان اتزوج امرأة أخرى.,triste
رحيل ابي توفى سنة 2006  امزلت اعاني من فراقه الله يرحمه ويغفر له ويسكنه فسيح جناته هو جميع المسلمين,triste
منتيق في دموعك.  منتيق في كلامك!!!!,triste
الله يرحمك يا رب والله انسان محترم محمد البسطاوي قمة الابداع😢😢😢😢,triste
يبكي الراحل اوا الله يستر,triste
مسكين 😢😢😢😢😢😢الله يرحمه,triste
😢😢😢😢😢,triste
الله يرحمك ويسكنك فسيح جناته😢😢😢😢,triste
اليوم توفي الصحفي السوري صبحي عطري نسأل الله له الرحمة والمغفرة مما جعلني أتذكر الصحفي المغربي محبوب الجماهير رحمه الله 😢إنا لله وإنا إليه راجعون,triste
النساء تاهما داخلين المقبرة لا حول ولا قوة الا بالله 😏😏، الطلبة كما يقولون😏قلنا ليهم القراءة القرآن على الميت بدعة ،بدعة ،بدعة ⛔⛔⛔⛔⛔⛔،سيرو تعلموا دينكم ،أو بركة من البدع، لا حول ولا قوة الا بالله,triste
انا لله وانا اليه راجعون...الله يرحمه ويغفر له..اول مره اسمع فيه....لكن واضح من هذه الجنازه حب الناس له...الله يرحمه ويرحم امواتنا وجميع موتى المسلمين..,triste
😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭🤲🤲🤲🤲🤲😭😭😭😭,triste
لا نقول مثواه الأخير ، هذا قول الملاحدة و العلمانيين و الليبراليين الذين لا يؤمنون بعذاب القبر و بالبعث....اللهم اغفر له و ارحمه و أغفر لسائر المؤمنين.,triste
الله يرحمك ياصلاح الدين الغماري ويجعلك من أهل الجنة مع النبئين والصديقين والشهداء والصالحين ويرحم جميع اموات المسلمين إنا لله وإنا إليه راجعون 🤲😭,triste
الله ايصبرنا على فراقو حليمة من ايطاليا المغرب احسن خلق الله ياربي صبر العاءلة صغيرة وجميع لمغاربة احنا هنا في إيطاليا بحال لي مات ليا خويا الله ايرحمو🙏🙏🙏🙏🙏🙏🙏😭😭😭😢,triste
جنازة  ديالو غادي تبقى في تاريخ ناس مابقت  تهمهم  الكرونا لا حتى حاجة محسوش  من كتر حب ديالو الله  يرحم في هدا النهار,triste
بكيييت,triste
اللهم ارحمه و اجعل قبره روضة من رياض الجنة,triste
والله غير بكيت عليه و حرقتني موته ربي يرحمو وينعمو يارب عزاكم وعزانا واحد من الجزائر,triste
"الناس... واش مكتعرفو حرام تمشي النساء في الجنائز.. ولا ديك الغوت.. واش نتوما مسلمين وللا شنو
الحمد لله في الشمال ممنوع هادشي.. تغوت يحريو عليك وخا يكون باك... بكي عادية ولا تلقي امرأة في الجنازة.. الجهل هدا عندكم مستفحل.. رجعو قراو دينكم كلسو في الديور ديالكم ونتوما مدحسين مع الرجال وماشيين. اويلي ع كلاخ",triste
كلمة مثواه الاخير   لا اصل لها لان المثوى الاخير هو الجنة او النار نجانا الله منها فلهذا قد يمر الانسان بعد موته الى عدة مراحل ثم ينتهى الى مثواه الاخير كما ذكرنا سابقا . فاسالوا اهل و اهل العلم . ورحم الله موت المسلمين      امين,triste
شنو بينو وبين الله حتى يحبوه الملايين اقسم بالله تشوينا كأنه فرد من العائلة لحد الان كنشوف هاد المقاطع وماكنقدرش نحبس دموعي الله يرحمو ويوسع عليه ضيقة القبور ويرزقو الجنة يارب ويصبر ميمتو وولدو والناس القراب ليه,triste
"لا إله إلا الله
الله يرحمه برحمته الواسعة 
هذه هي الحياة الدنيا لاتساوي شيئا",triste
انا لله وانا اليه راجعون كل نفس ذاءقة الموت .الله يرحمو ويجعل مقامه الجنة جنة الفردوس ويصبر عاءلتو .لكن للاسف الشديد ماكان يدعو اليه وينصح به ضرب عرض الحاءط والكل تجمهر وتزاحم والتقط الصور والنساء يتزاحمن مع الرجال وهن ذاهبات مع الرجال الى المقبرة وكان الجاءحة التي قتلت العديد من الاحبة واصابت عدد ا   كبيرا من المغاربة لاتوجد .صحيح احببنا هذا الصحافي لانه كان يدخل بيوتنا ويوصينا كي لا تصيبنا كرونا فنقد اعز انسان على قلوبنا لكن ليس بهذه الطريقة نعبر عن حبنا لهذا الرجل العظيم. .ولنعلم جميعا ان كل واحد منا اجله ات ولامفر منه سواء طفلا او شابا اوكهلا .فنعمل لدنيانا كاننا نعيش ابدا ونعمل لاخرتنا كاننا سنموت غذا  .لنتق الله في انفسنا وغيرنا .فلاراد لقضاء الله .,triste
إن لله وإن إليه راجعون 😭😭😭,triste
حبيب ابن ديالو 😭😭😭,triste
جنازة تقشعر لها الابدان ربي لي عزك فالدنيا الله ارحمك رحمة واسعة,triste
"الله يرحمك للي بغاه الله حبب خلقوا فيه هذا يكفي ختو قالت كلمة خففت علينا شويا ""ماشي خسارة فالله""",triste
الله يرحمه ويصبر عاءلته,triste
عندما تخاطب المغاربة بكل وضوح و تكون صادقا معهم فإنك ستحضى بمكانة عالية في قلوبهم و هذا ما وصل إليه المرحوم صلاح الدين الغماري!,triste
لي رحم وجميع ناس المسلمين والمسلمات,triste
غادي تعيش ديما في قلوب المغاربة لي كلهم تيدعيو معاك بالرحمة سعداتك راك عمرك ما تموت في قلوبنا لي ونستيها وهي في سجن الحجر الصحي  قلوب المغاربة حزينة بفقدانك وانت عمرك ما تموت في قلوبنا,triste
إنا لله وإنا إليه راجعون,triste
رحمة الله عليه واسكنه فسيح جناتك يارب العالمين 😪😪,triste
😭😭😭😭😭😭الله يرحمو ياربي لساني عجزة عن الكلام إن لله وإنا إليه راجعون الله يصبر اهله ويصبرنا كاملين,triste
الله يرحمه ويرحم جميع المسلمين,triste
الله يرحمه مسكين .تقو لله العيلة مزاحمين مع الرجال في المقبرة والله إلى حشومة وحرام التقو لله,triste
لو كان حيا لما قبل أن يتجمهر الناس زمن الكورونا حشومة ايه المغاربة كيحبوه ولكن التجمهر يقدر يسبب الزيادة في كورونا مسكين داك الشي اللي كان كيقنع به المغاربة ماطبقوه الله يرحمه ويصبر أهله,triste
العيالات اش كيديرو في مقبرة,triste
"Layrahmo mskin layj3alote ljna yarbi Al 
Koht 😭",triste
هو في المغرب بيندفن المتوفى بالصندوق ؟؟؟,triste
"شكون كيحس براحة نفسية من كيسمع لقرأن 
الكريم 😘❤❤🤗
خوتي الله إحفضكم أو إنجحكم ديرو ليا غير أبوني 😪",triste
الله يرحمه ويغفر له ويسكنه فسيح جناته,triste
"ماهذه التفاهات والحماقات! صحيح الإعلام يصنع التافهين . من هو هذا لكي تشيع جنازته هكذا ! صحفي عادي . حتى الأخبار كان يقدمها بصعوبة كبيرة . ومستواه في اللغة العربية ضعيف جدا . قدم برنامج سوقي يتوجه فيه إلى عامة الشعب من الجاهلين . وتبع جنازته التافهين والغير المثقفين .الذين تعاطفو معه لأنه يتكلم بمستواهم الثقافي البسيط. 
لاحول ولا قوة إلا بالله . مات الكثيرون من العظماء الأتقياء .طو الذين لا يعرفهم الناس ولم يتبع جنازتهم أحد . رحمكم الله يا مؤمنين لكم الله  !!",triste
سبحان الله إدا حبك الله حبب عباديه فيك الله يرحمه ويغفر ويسكنه الفردوس الأعلى يارب العالمين 🤲😢,triste
دموعي مازال كتسيل على هاد السيد🥲 وخا ماكانعرفوش سبحان الله عطاه ربي قبول رهيب والدليل ان جنازته لم يسبق لها مثيل خصوصا في زمن كرونا هذا إنسان محبوب عند الله .الله يرحمه ويجعل مثواه الجنة🤲🤲,triste
Ina lilah wa ina ilayhi raji3on 😢😢😢,triste
Ina lilah wa ina ilayhi raji3on 😢😢😢,triste
جنازة رهيبة تبرهن مدى حب المغاربة واعترافهم للمواطن الغيور والخدوم لوطنه وملكه اسكنه الله فسيح جناته وجميع المسلمين,triste
لله يرحمك اخوي صلاح لله يرحمو لله يرحمو لله يرحمو لله يرحمو لله يرحمو لله يرحمو لله يرحمو لله يرحمو لله يرحمو لله يرحمو لله يرحمو لله يرحمو لله يرحمو لله يرحمو لله يتبتو عل سوأل لله  يتبتو عل سوأل  لله يتيتو عل السوأل لله يتيتو علسوأل اجل فقيد أخ صلاح الغماري اطيب الخلق شهدلي لله حرقن في القبن وفي جميع القبوب المغريب لله يرحمو ويجعلو من اهل الجنة,triste
الله يرحمه ، ولكن كون كان عايش وشاف هادشي  كون  مسكين  تصدم   ، راه كورونا متزال بيننا,triste
"يارب ارزقني جنازة بحال جنازة اخي صلاح يارب 
الله يرحمك اخي العزيز والكريم صلاح
إنا لله وإنا إليه راجعون",triste
ونعم الصحفي ونعم الصحفي كان معانا في محنة كورونا والمغاربة كلهم يبكيو في ديورهم,triste
